Data Type,Country,Year,HTS Number,Quantity Description,January,February,March,April,May,June,July,August,September,October,November,December
Customs Value,China,1998,0106005010,Value for: number,"102,250","106,465","112,350",0,"169,638","106,465","112,350","150,000","220,465","149,000","110,478","226,105"
Customs Value,China,1998,0106005080,Value for: no units collected,"11,855","2,751","3,950","3,155","12,620","23,496","16,038",0,"28,324","19,760","8,040","7,450"
First Unit Quantity,China,1998,0106005010,number,100,100,100,0,196,100,100,120,220,100,100,200
First Unit Quantity,China,1998,0106005080,no units collected,0,0,0,0,0,0,0,0,0,0,0,0
Customs Value,China,1998,0208100000,Value for: kilograms,"45,100",0,"74,525",0,"62,369",0,"30,645","29,560","29,081","50,192","59,135","75,240"
Customs Value,China,1998,0208200000,Value for: kilograms,0,0,0,0,0,0,"74,859",0,"3,411",0,"110,438","645,643"
Customs Value,China,1998,0208902000,Value for: kilograms,0,0,0,0,0,0,0,0,0,0,0,"28,318"
Customs Value,China,1998,0210904000,Value for: kilograms,0,0,0,0,0,"51,000",0,0,0,0,"25,250",0
First Unit Quantity,China,1998,0208100000,kilograms,"22,000",0,"41,500",0,"35,320",0,"19,500","22,000","20,800","36,000","41,260","45,000"
First Unit Quantity,China,1998,0208200000,kilograms,0,0,0,0,0,0,"11,463",0,"1,200",0,"16,330","102,577"
First Unit Quantity,China,1998,0208902000,kilograms,0,0,0,0,0,0,0,0,0,0,0,"1,746"
First Unit Quantity,China,1998,0210904000,kilograms,0,0,0,0,0,"1,350",0,0,0,0,"1,336",0
Customs Value,China,1998,0301100000,Value for: no units collected,"52,159","36,990","38,570","50,162","35,556","45,288","43,631","57,303","47,132","43,666","45,080","38,680"
Customs Value,China,1998,0301920000,Value for: kilograms,"7,125",0,0,0,0,0,0,0,0,0,0,0
Customs Value,China,1998,0301990000,Value for: no units collected,0,"4,719",0,0,"87,355","86,300",0,"2,860",0,0,"7,700",0
Customs Value,China,1998,0302120022,Value for: kilograms,0,0,0,0,0,0,0,0,0,"80,445",0,0
Customs Value,China,1998,0302390040,Value for: kilograms,0,0,0,"4,760",0,0,0,0,0,0,0,0
Customs Value,China,1998,0302694098,Value for: kilograms,"53,454",0,0,0,0,"32,124",0,0,"7,464",0,0,0
Customs Value,China,1998,0302702000,Value for: kilograms,0,0,"26,251",0,0,0,0,0,0,0,0,0
Customs Value,China,1998,0303100022,Value for: kilograms,"21,429","56,585",0,"113,554",0,0,0,0,0,0,0,0
Customs Value,China,1998,0303100062,Value for: kilograms,0,0,0,0,0,0,0,0,0,0,0,"2,223"
Customs Value,China,1998,0303290000,Value for: kilograms,0,0,0,0,0,0,0,"127,562",0,0,0,"79,299"
Customs Value,China,1998,0303310020,Value for: kilograms,0,0,0,0,0,0,0,0,0,0,0,"11,976"
Customs Value,China,1998,0303330000,Value for: kilograms,0,0,0,0,0,0,0,"19,051",0,0,"10,092",0
Customs Value,China,1998,0303390010,Value for: kilograms,"20,453",0,0,0,0,0,0,0,0,0,0,0
Customs Value,China,1998,0303390020,Value for: kilograms,0,0,0,0,0,0,0,0,0,0,0,"38,073"
Customs Value,China,1998,0303760000,Value for: kilograms,"124,640","79,035",0,"81,500","19,265","160,527","35,373","16,715","19,871","201,062","6,898","122,391"
Customs Value,China,1998,0303792015,Value for: kilograms,0,0,0,0,0,0,0,0,0,0,0,"12,017"
Customs Value,China,1998,0303792026,Value for: kilograms,"33,552",0,"64,785","110,597",0,0,"103,545",0,0,0,0,0
Customs Value,China,1998,0303792094,Value for: kilograms,0,0,0,0,0,0,0,0,"107,185","40,306","71,348","218,525"
Customs Value,China,1998,0303792098,Value for: kilograms,"55,061",0,"104,475","216,716","51,388","78,267","110,099","87,237","198,251",0,"201,008","428,556"
Customs Value,China,1998,0303794015,Value for: kilograms,0,0,0,"11,947",0,0,0,0,0,0,0,0
Customs Value,China,1998,0303794096,Value for: kilograms,"177,941","131,169","40,930","104,122","163,041","465,144","159,784","101,193","66,879","168,457","198,504","830,300"
Customs Value,China,1998,0303804050,Value for: kilograms,0,0,0,"24,614",0,0,0,0,0,0,0,0
Customs Value,China,1998,0304101048,Value for: kilograms,"56,599",0,0,"49,000",0,0,0,0,0,0,0,0
Customs Value,China,1998,0304101050,Value for: kilograms,0,0,0,0,0,0,0,0,"25,314","26,991",0,0
Customs Value,China,1998,0304101055,Value for: kilograms,0,0,0,"1,946",0,0,0,0,0,0,0,0
Customs Value,China,1998,0304104065,Value for: kilograms,"3,874",0,0,0,0,"75,600","139,800",0,0,0,0,0
Customs Value,China,1998,0304104085,Value for: kilograms,0,"19,355",0,0,0,0,0,"19,830",0,0,0,0
Customs Value,China,1998,0304104093,Value for: kilograms,"16,140",0,0,0,0,0,0,0,0,0,0,0
Customs Value,China,1998,0304104094,Value for: kilograms,0,0,0,0,0,"63,000",0,0,0,0,0,0
Customs Value,China,1998,0304104096,Value for: kilograms,"32,560","18,912",0,0,0,0,0,0,0,0,"5,112",0
Customs Value,China,1998,0304104099,Value for: kilograms,0,"26,968",0,"30,618","31,975",0,"31,675","34,148","70,679","35,575","40,970",0
Customs Value,China,1998,0304202011,Value for: kilograms,0,0,0,0,0,"1,316",0,0,0,0,0,0
Customs Value,China,1998,0304202012,Value for: kilograms,"769,209","516,190","363,576","94,088","475,418","116,741","289,192",0,"322,604","608,915","645,812","615,874"
Customs Value,China,1998,0304202023,Value for: kilograms,"272,561","799,616","207,763","71,280","419,178","8,999","51,655","90,509","15,345","100,222","165,027","164,614"
Customs Value,China,1998,0304202027,Value for: kilograms,0,0,0,0,0,"103,325",0,0,0,"151,898","95,273","25,250"
Customs Value,China,1998,0304202029,Value for: kilograms,0,0,0,0,0,0,0,0,0,0,"9,166","26,456"
