Data Type,Country,Year,HTS Number,Quantity Description,January,February,March,April,May,June,July,August,September,October,November,December
Customs Value,China,1996,0303792026,Value for: kilograms,0,"8,555","63,103",0,"117,134","31,885","88,586","29,300",0,0,"30,340","29,693"
Customs Value,China,1996,0303792094,Value for: kilograms,"15,992","105,017",0,0,0,0,"29,659",0,0,0,0,"33,106"
Customs Value,China,1996,0303792098,Value for: kilograms,"100,042","215,420",0,"29,785","78,315","71,077","114,859","119,938","4,696",0,0,"165,654"
Customs Value,China,1996,0303794095,Value for: kilograms,"144,684","191,307","78,812","214,847","386,615","677,664","598,163","233,985",0,0,"147,112","682,443"
Customs Value,China,1996,0303802000,Value for: kilograms,0,0,0,0,0,0,0,0,"1,949",0,0,0
Customs Value,China,1996,0303804020,Value for: kilograms,0,0,0,0,0,0,0,0,0,"96,026",0,0
Customs Value,China,1996,0303804050,Value for: kilograms,0,0,0,0,0,0,0,0,0,0,0,"20,129"
Customs Value,China,1996,0303804095,Value for: kilograms,0,"28,368",0,0,"10,415",0,0,0,0,0,0,"20,539"
Customs Value,China,1996,0304104065,Value for: kilograms,0,0,"13,727","267,420",0,0,0,0,0,0,0,0
Customs Value,China,1996,0304202011,Value for: kilograms,0,"74,295",0,0,"84,133",0,0,0,0,0,0,0
Customs Value,China,1996,0304202012,Value for: kilograms,"221,688","167,481","36,397","479,044","34,320","127,720","54,187","34,229","96,800","170,896","175,459","122,948"
Customs Value,China,1996,0304202023,Value for: kilograms,"299,389","286,304","109,176","282,348","291,351","277,518","375,435","270,156","242,133","381,323","35,226","328,980"
Customs Value,China,1996,0304202025,Value for: kilograms,0,0,0,"70,288","9,360","102,726",0,"3,996","16,038","10,692","105,241",0
Customs Value,China,1996,0304202027,Value for: kilograms,0,0,"51,671",0,0,"235,818","97,740",0,0,"172,576",0,"24,816"
Customs Value,China,1996,0304202044,Value for: kilograms,"4,406,745","2,657,829","3,604,720","2,763,347","3,386,631","5,206,153","4,318,603","3,515,750","2,938,909","5,023,238","2,639,146","3,631,899"
Customs Value,China,1996,0304202048,Value for: kilograms,"1,791,606","1,147,613","197,492","262,003","482,673","439,184","133,461","205,181","266,415","618,270","718,055","1,338,541"
Customs Value,China,1996,0304202060,Value for: kilograms,0,0,"100,800",0,0,0,0,0,0,0,0,0
Customs Value,China,1996,0304202061,Value for: kilograms,"234,590",0,"60,390","60,390",0,"53,859",0,"19,201",0,0,0,0
Customs Value,China,1996,0304202066,Value for: kilograms,"3,050","22,050","21,754",0,0,"43,836","10,534",0,"32,513","32,689",0,"130,680"
Customs Value,China,1996,0304203035,Value for: kilograms,"734,917","705,011","722,450","115,255","275,563","92,046","92,914","184,718","50,777","536,026","766,362","941,322"
Customs Value,China,1996,0304203065,Value for: kilograms,"586,940","367,823","256,833","662,287","1,653,041","4,017,221","2,535,970","1,696,066","1,485,128","1,957,730","962,120","915,959"
Customs Value,China,1996,0304203068,Value for: kilograms,"687,002","239,871","527,350","484,590","1,273,489","1,994,257","1,948,847","1,734,421","1,550,268","1,357,657","849,929","1,006,285"
Customs Value,China,1996,0304206008,Value for: kilograms,"81,323",0,0,0,0,0,"55,440",0,"52,508",0,0,0
Customs Value,China,1996,0304206015,Value for: kilograms,"129,600",0,0,0,0,0,0,0,0,0,0,0
Customs Value,China,1996,0304206042,Value for: kilograms,0,0,0,0,"82,760",0,0,0,0,0,0,0
Customs Value,China,1996,0304206043,Value for: kilograms,"102,534",0,0,0,0,0,0,"61,262",0,0,"60,627","14,552"
Customs Value,China,1996,0304206057,Value for: kilograms,"933,503","1,107,334","661,581","553,377","731,916","488,043","1,345,656","866,127","663,773","1,422,400","742,037","1,777,885"
Customs Value,China,1996,0304206058,Value for: kilograms,"71,175",0,0,0,0,0,0,0,"24,420",0,0,"76,711"
Customs Value,China,1996,0304206064,Value for: kilograms,0,0,0,0,0,"275,569","243,587","356,938","243,550","123,917","907,472","618,478"
Customs Value,China,1996,0304206071,Value for: kilograms,"324,000","259,200",0,"129,600","194,400","302,793",0,"321,378",0,"1,667","23,590",0
Customs Value,China,1996,0304206075,Value for: kilograms,"1,349,460","301,626","130,687",0,0,"148,519",0,0,"192,172","296,718","605,030","1,848,015"
Customs Value,China,1996,0304206090,Value for: kilograms,"639,549","237,619","380,576","276,666","272,959","476,893","223,601","724,224","543,673","459,970",0,"170,703"
Customs Value,China,1996,0304901003,Value for: kilograms,0,0,0,"90,545",0,0,0,0,0,0,"121,322",0
Customs Value,China,1996,0304901009,Value for: kilograms,0,0,0,"13,585",0,0,0,0,0,0,0,0
Customs Value,China,1996,0304901012,Value for: kilograms,0,0,0,0,0,0,0,0,0,0,"74,690","148,376"
Customs Value,China,1996,0304901048,Value for: kilograms,0,0,"23,175",0,0,"157,200","27,062","22,035",0,0,0,0
Customs Value,China,1996,0304901050,Value for: kilograms,0,0,0,0,0,0,"300,774",0,0,0,0,0
Customs Value,China,1996,0304901089,Value for: kilograms,"55,880",0,0,"6,058","1,800",0,"4,163",0,"25,155","5,100","4,100","17,535"
Customs Value,China,1996,0305102000,Value for: kilograms,0,0,0,0,0,0,0,"13,950",0,0,0,0
Customs Value,China,1996,0305306030,Value for: kilograms,0,0,0,0,0,0,0,0,0,0,0,"2,748"
Customs Value,China,1996,0305306080,Value for: kilograms,0,"178,200","5,700","67,250","16,634",0,"75,000","20,513",0,"2,882","71,577",0
Customs Value,China,1996,0305592000,Value for: kilograms,0,0,0,0,0,0,0,0,"2,560",0,"4,800",0
Customs Value,China,1996,0305594000,Value for: kilograms,"113,378","14,033","3,295",0,"5,379","106,359","51,221","78,145","5,531","57,186","132,351","106,688"
Customs Value,China,1996,0305634000,Value for: kilograms,0,0,0,0,0,0,0,0,0,0,0,"2,014"
Customs Value,China,1996,0305691042,Value for: kilograms,0,"21,346",0,0,0,0,0,"37,401",0,0,0,0
Customs Value,China,1996,0305696000,Value for: kilograms,"2,729","10,347","4,874","1,944","3,346","55,980","19,966","4,157","10,500","26,554","62,890","87,502"
Customs Value,China,1996,0306110000,Value for: kilograms,"229,748","80,286",0,"160,900","158,469","301,251","1,006,620","1,564,994","1,265,772","1,213,930","475,118","513,671"
Customs Value,China,1996,0306130003,Value for: kilograms,"117,204","40,983",0,0,0,0,"305,564","1,500",0,0,0,0
Customs Value,China,1996,0306130006,Value for: kilograms,"141,510","86,159",0,0,0,0,0,0,0,0,0,0
Customs Value,China,1996,0306130009,Value for: kilograms,"102,031","4,988",0,0,0,0,0,0,0,0,0,0
Customs Value,China,1996,0306130012,Value for: kilograms,"26,272",0,0,0,0,0,0,0,0,0,0,0
Customs Value,China,1996,0306130015,Value for: kilograms,0,"4,829",0,0,0,0,0,0,0,0,0,0
Customs Value,China,1996,0306130027,Value for: kilograms,0,0,0,"76,744","56,642",0,0,0,0,0,0,0
Customs Value,China,1996,0306130040,Value for: kilograms,"3,256,329","2,932,144","1,408,227","895,110","2,253,066","1,673,071","2,241,256","3,849,405","3,555,267","4,170,467","3,184,009","338,575"
Customs Value,China,1996,0306142000,Value for: kilograms,"105,157","1,432","120,764","130,493","30,783",0,0,"234,551","203,797",0,"67,048","368,260"
Customs Value,China,1996,0306144090,Value for: kilograms,"185,393","118,174",0,"24,119",0,0,"11,000","73,512",0,"24,732","30,374","236,599"
Customs Value,China,1996,0306190010,Value for: kilograms,"120,706","218,279",0,0,0,"33,322","355,629","666,042","879,683","955,144","769,242","799,498"
Customs Value,China,1996,0306190090,Value for: kilograms,0,"102,187",0,0,"65,070","35,811","23,246",0,"182,848","121,203","1,072,355","247,820"
Customs Value,China,1996,0306230020,Value for: kilograms,0,"2,069",0,0,0,"113,400","29,251",0,"162,486",0,0,"318,983"
Customs Value,China,1996,0306230040,Value for: kilograms,"20,382",0,0,0,0,"2,910","11,181",0,0,"1,778","167,921","11,019"
Customs Value,China,1996,0306244000,Value for: kilograms,0,0,0,0,0,0,0,0,0,"73,000","86,886","12,750"
Customs Value,China,1996,0306290000,Value for: kilograms,0,0,0,"41,048","54,689","27,243","14,790","16,240","4,819","28,788","61,754","50,303"
Customs Value,China,1996,0307100060,Value for: kilograms,0,0,0,0,0,0,0,0,0,0,0,"30,340"
Customs Value,China,1996,0307100080,Value for: kilograms,"66,380","6,589","2,724",0,0,0,0,"2,075",0,0,"21,500","13,613"
Customs Value,China,1996,0307210000,Value for: kilograms,"267,810",0,0,"46,068",0,0,0,0,0,0,0,0
Customs Value,China,1996,0307290000,Value for: kilograms,"10,506,224","11,977,045","4,831,567","4,868,111","7,523,666","7,007,490","4,145,348","1,339,530","1,407,302","1,373,537","4,029,397","4,625,967"
Customs Value,China,1996,0307310090,Value for: kilograms,"5,651",0,0,"1,924",0,0,0,0,0,0,0,"1,517"
Customs Value,China,1996,0307390000,Value for: kilograms,"66,185","5,630",0,0,0,"3,868","1,600",0,0,0,0,"3,615"
Customs Value,China,1996,0307410040,Value for: kilograms,0,0,0,0,0,0,0,"2,734",0,0,0,0
Customs Value,China,1996,0307490010,Value for: kilograms,0,0,0,0,0,0,0,0,"50,758",0,0,0
Customs Value,China,1996,0307490022,Value for: kilograms,0,0,0,0,0,0,"174,448","227,578","188,500","168,214","41,570",0
Customs Value,China,1996,0307490029,Value for: kilograms,"11,553","97,648",0,"28,209",0,"43,580","95,488","273,284","303,097","954,174","273,150","142,510"
Customs Value,China,1996,0307490050,Value for: kilograms,"183,596","160,380","104,258","95,362","405,079","194,511","944,203","1,982,480","2,179,193","1,475,787","1,024,540","716,189"
Customs Value,China,1996,0307490060,Value for: kilograms,"13,958","3,956","1,354",0,"19,000","19,728","77,084","13,388",0,0,"4,558","7,745"
Customs Value,China,1996,0307510000,Value for: kilograms,0,0,0,0,0,0,0,0,0,0,0,"13,361"
Customs Value,China,1996,0307590000,Value for: kilograms,"53,263","50,111","14,294","55,426","10,484","101,019","138,319","155,483","62,692","3,308","78,393","111,400"
Customs Value,China,1996,0307600000,Value for: kilograms,0,0,0,0,0,"65,940",0,0,0,"1,308",0,0
Customs Value,China,1996,0307910070,Value for: kilograms,"11,906",0,0,0,0,0,0,0,0,0,0,0
Customs Value,China,1996,0307990020,Value for: kilograms,"8,051","1,835",0,0,0,"8,520",0,0,"3,750","8,063","25,662","19,228"
Customs Value,China,1996,0307990055,Value for: kilograms,"23,205","66,128",0,"23,944","89,329","94,189","3,708",0,0,"12,466",0,0
Customs Value,China,1996,0307990060,Value for: kilograms,"137,555","78,073","50,837","139,927","320,641","339,392","422,528","275,633","134,410","134,253","214,127","144,783"
First Unit Quantity,China,1996,0301100000,no units collected,0,0,0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1996,0301990000,no units collected,0,0,0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1996,0302320000,kilograms,"2,061","2,185",0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1996,0302660000,kilograms,0,0,0,0,0,0,0,0,"3,992",0,"1,090",0
First Unit Quantity,China,1996,0302694096,kilograms,0,0,0,0,0,0,0,0,"2,993",0,0,0
First Unit Quantity,China,1996,0303100022,kilograms,0,0,0,0,0,0,0,653,0,0,0,0
First Unit Quantity,China,1996,0303390010,kilograms,0,"2,100",0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1996,0303390090,kilograms,0,"4,713",0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1996,0303420060,kilograms,0,0,0,0,0,0,0,0,"1,905",0,0,0
First Unit Quantity,China,1996,0303600090,kilograms,"55,683",0,"371,100",0,0,"41,000","20,232",0,0,0,"19,958",0
First Unit Quantity,China,1996,0303740000,kilograms,0,0,0,0,0,"10,850","11,322",0,0,0,0,0
First Unit Quantity,China,1996,0303760000,kilograms,"12,786",0,0,"8,000","12,500","24,344","3,048","16,186",0,"10,000","8,945",0
First Unit Quantity,China,1996,0303792015,kilograms,0,0,0,0,0,0,"4,318",0,0,0,0,0
First Unit Quantity,China,1996,0303792024,kilograms,"13,083","18,141",0,0,0,0,0,0,0,0,"16,500",0
First Unit Quantity,China,1996,0303792026,kilograms,0,"5,214","38,919",0,"46,016","19,595","55,534","18,144",0,0,"18,507","18,506"
First Unit Quantity,China,1996,0303792094,kilograms,"13,935","47,377",0,0,0,0,"18,180",0,0,0,0,"25,963"
First Unit Quantity,China,1996,0303792098,kilograms,"34,132","89,352",0,"13,843","19,000","26,285","27,320","30,001","1,500",0,0,"59,000"
First Unit Quantity,China,1996,0303794095,kilograms,"53,972","95,273","35,820","78,339","151,177","225,608","155,207","63,878",0,0,"52,601","201,884"
First Unit Quantity,China,1996,0303802000,kilograms,0,0,0,0,0,0,0,0,76,0,0,0
First Unit Quantity,China,1996,0303804020,kilograms,0,0,0,0,0,0,0,0,0,"5,720",0,0
First Unit Quantity,China,1996,0303804050,kilograms,0,0,0,0,0,0,0,0,0,0,0,"5,012"
First Unit Quantity,China,1996,0303804095,kilograms,0,"7,480",0,0,"2,725",0,0,0,0,0,0,"10,260"
First Unit Quantity,China,1996,0304104065,kilograms,0,0,"3,572","67,000",0,0,0,0,0,0,0,0
First Unit Quantity,China,1996,0304202011,kilograms,0,"20,611",0,0,"21,883",0,0,0,0,0,0,0
First Unit Quantity,China,1996,0304202012,kilograms,"142,741","100,364","18,201","133,425","11,975","40,091","19,700","14,041","36,288","66,044","60,208","47,630"
First Unit Quantity,China,1996,0304202023,kilograms,"74,481","90,080","19,000","76,480","87,446","62,675","128,391","79,692","65,426","162,500","10,479","109,017"
First Unit Quantity,China,1996,0304202025,kilograms,0,0,0,"9,810","1,306","14,338",0,755,"2,645","1,763","16,932",0
First Unit Quantity,China,1996,0304202027,kilograms,0,0,"4,221",0,0,"23,770","9,730",0,0,"18,142",0,"2,814"
First Unit Quantity,China,1996,0304202044,kilograms,"2,821,933","1,712,430","2,291,381","1,858,342","2,240,258","3,552,221","2,860,855","2,322,723","1,970,564","3,385,074","1,701,240","2,380,990"
First Unit Quantity,China,1996,0304202048,kilograms,"1,248,830","767,985","139,359","177,852","330,455","304,495","89,368","191,598","185,883","439,841","516,848","832,052"
First Unit Quantity,China,1996,0304202060,kilograms,0,0,"21,474",0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1996,0304202061,kilograms,"78,382",0,"18,262","18,262",0,"18,235",0,"6,549",0,0,0,0
First Unit Quantity,China,1996,0304202066,kilograms,356,"10,240","9,990",0,0,"38,320","7,963",0,"16,076","11,376",0,"39,518"
First Unit Quantity,China,1996,0304203035,kilograms,"162,432","164,747","184,999","27,108","54,432","18,144","18,144","36,288","10,124","138,363","185,104","249,800"
First Unit Quantity,China,1996,0304203065,kilograms,"399,286","209,917","166,569","439,206","1,058,103","2,464,348","1,591,363","1,035,997","951,336","1,195,550","582,259","562,753"
First Unit Quantity,China,1996,0304203068,kilograms,"377,601","131,306","300,321","297,473","795,397","1,226,050","1,172,912","1,075,386","1,021,428","779,608","527,686","591,819"
First Unit Quantity,China,1996,0304206008,kilograms,"19,459",0,0,0,0,0,"22,453",0,"18,461",0,0,0
First Unit Quantity,China,1996,0304206015,kilograms,"39,190",0,0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1996,0304206042,kilograms,0,0,0,0,"16,103",0,0,0,0,0,0,0
First Unit Quantity,China,1996,0304206043,kilograms,"33,990",0,0,0,0,0,0,"18,144",0,0,"18,144","4,355"
First Unit Quantity,China,1996,0304206057,kilograms,"208,877","232,984","125,805","127,241","190,719","113,424","430,803","222,112","164,730","363,237","163,972","486,882"
First Unit Quantity,China,1996,0304206058,kilograms,"17,145",0,0,0,0,0,0,0,"5,987",0,0,"14,450"
First Unit Quantity,China,1996,0304206064,kilograms,0,0,0,0,0,"84,421","73,483","112,030","73,824","37,377","280,916","176,911"
First Unit Quantity,China,1996,0304206071,kilograms,"97,977","78,381",0,"39,191","58,786","96,525",0,"99,286",0,265,"9,480",0
First Unit Quantity,China,1996,0304206075,kilograms,"166,500","37,000","23,055",0,0,"18,500",0,0,"22,468","34,911","70,614","230,133"
First Unit Quantity,China,1996,0304206090,kilograms,"253,698","82,932","132,738","130,336","106,627","272,572","115,804","371,304","260,752","157,308",0,"71,188"
First Unit Quantity,China,1996,0304901003,kilograms,0,0,0,"78,969",0,0,0,0,0,0,"110,062",0
First Unit Quantity,China,1996,0304901009,kilograms,0,0,0,"16,975",0,0,0,0,0,0,0,0
First Unit Quantity,China,1996,0304901012,kilograms,0,0,0,0,0,0,0,0,0,0,"19,391","38,782"
First Unit Quantity,China,1996,0304901048,kilograms,0,0,"21,414",0,0,"101,977","18,144","16,180",0,0,0,0
First Unit Quantity,China,1996,0304901050,kilograms,0,0,0,0,0,0,"54,786",0,0,0,0,0
First Unit Quantity,China,1996,0304901089,kilograms,"53,930",0,0,"1,576",600,0,765,0,"24,277",868,697,"2,841"
First Unit Quantity,China,1996,0305102000,kilograms,0,0,0,0,0,0,0,"1,917",0,0,0,0
First Unit Quantity,China,1996,0305306030,kilograms,0,0,0,0,0,0,0,0,0,0,0,"2,150"
First Unit Quantity,China,1996,0305306080,kilograms,0,"48,984","2,179","10,000","1,701",0,"10,000","4,698",0,188,"10,454",0
First Unit Quantity,China,1996,0305592000,kilograms,0,0,0,0,0,0,0,0,49,0,90,0
First Unit Quantity,China,1996,0305594000,kilograms,"22,280","5,149",213,0,80,"7,009","10,081","9,845","1,407","13,190","17,835","12,414"
First Unit Quantity,China,1996,0305634000,kilograms,0,0,0,0,0,0,0,0,0,0,0,601
First Unit Quantity,China,1996,0305691042,kilograms,0,"4,040",0,0,0,0,0,"16,500",0,0,0,0
First Unit Quantity,China,1996,0305696000,kilograms,794,"2,360","1,361",454,907,"19,702","3,675",907,"3,402","5,857","20,879","20,771"
First Unit Quantity,China,1996,0306110000,kilograms,"35,746","12,106",0,"28,893","29,469","107,347","223,768","345,402","255,632","241,688","91,756","105,124"
First Unit Quantity,China,1996,0306130003,kilograms,"11,273","2,264",0,0,0,0,"59,689",136,0,0,0,0
First Unit Quantity,China,1996,0306130006,kilograms,"14,151","6,390",0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1996,0306130009,kilograms,"9,088",468,0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1996,0306130012,kilograms,"2,058",0,0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1996,0306130015,kilograms,0,555,0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1996,0306130027,kilograms,0,0,0,"57,600","41,580",0,0,0,0,0,0,0
First Unit Quantity,China,1996,0306130040,kilograms,"677,038","655,356","319,531","237,523","457,166","413,174","442,549","827,142","866,129","917,577","717,518","80,668"
First Unit Quantity,China,1996,0306142000,kilograms,"11,481",486,"14,930","19,595","18,600",0,0,"38,492","33,010",0,"10,160","61,863"
First Unit Quantity,China,1996,0306144090,kilograms,"43,168","26,361",0,"7,179",0,0,"2,000","19,571",0,"6,884","7,983","54,400"
First Unit Quantity,China,1996,0306190010,kilograms,"17,636","36,865",0,0,0,"8,170","120,218","233,459","268,227","218,146","200,156","163,164"
First Unit Quantity,China,1996,0306190090,kilograms,0,"19,744",0,0,"7,230","3,379","2,109",0,"37,903","24,539","193,581","73,274"
First Unit Quantity,China,1996,0306230020,kilograms,0,455,0,0,0,"3,500","20,141",0,"24,260",0,0,"10,185"
First Unit Quantity,China,1996,0306230040,kilograms,"5,156",0,0,0,0,603,"2,076",0,0,756,"15,772","4,873"
First Unit Quantity,China,1996,0306244000,kilograms,0,0,0,0,0,0,0,0,0,"1,698","1,905",255
First Unit Quantity,China,1996,0306290000,kilograms,0,0,0,"10,000","2,200","5,277","1,290",350,100,"1,020","3,300","2,520"
First Unit Quantity,China,1996,0307100060,kilograms,0,0,0,0,0,0,0,0,0,0,0,"2,320"
First Unit Quantity,China,1996,0307100080,kilograms,"25,062",939,150,0,0,0,0,60,0,0,990,990
First Unit Quantity,China,1996,0307210000,kilograms,"60,555",0,0,"10,206",0,0,0,0,0,0,0,0
First Unit Quantity,China,1996,0307290000,kilograms,"2,204,589","2,429,912","934,870","986,075","1,539,958","1,545,472","884,492","288,116","322,546","299,782","915,079","1,037,861"
First Unit Quantity,China,1996,0307310090,kilograms,334,0,0,595,0,0,0,0,0,0,0,454
First Unit Quantity,China,1996,0307390000,kilograms,"37,060",851,0,0,0,776,99,0,0,0,0,716
First Unit Quantity,China,1996,0307410040,kilograms,0,0,0,0,0,0,0,136,0,0,0,0
First Unit Quantity,China,1996,0307490010,kilograms,0,0,0,0,0,0,0,0,"19,000",0,0,0
First Unit Quantity,China,1996,0307490022,kilograms,0,0,0,0,0,0,"72,576","92,534","76,658","59,986","19,278",0
First Unit Quantity,China,1996,0307490029,kilograms,"4,563","40,160",0,"9,150",0,"18,144","37,195","110,950","120,940","399,164","103,761","54,590"
First Unit Quantity,China,1996,0307490050,kilograms,"62,269","54,817","37,999","40,207","133,765","64,822","381,152","797,351","868,978","574,210","372,626","266,618"
First Unit Quantity,China,1996,0307490060,kilograms,"1,159","2,393",36,0,"4,907","1,398","27,833","2,694",0,0,400,500
First Unit Quantity,China,1996,0307510000,kilograms,0,0,0,0,0,0,0,0,0,0,0,"4,707"
First Unit Quantity,China,1996,0307590000,kilograms,"16,662","22,834","4,082","18,335","1,078","29,649","44,197","43,713","17,162",937,"23,478","35,236"
First Unit Quantity,China,1996,0307600000,kilograms,0,0,0,0,0,"18,507",0,0,0,41,0,0
First Unit Quantity,China,1996,0307910070,kilograms,"4,445",0,0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1996,0307990020,kilograms,476,60,0,0,0,230,0,0,4,"4,810",800,"1,397"
First Unit Quantity,China,1996,0307990055,kilograms,"10,000","27,037",0,"9,573","36,144","39,444",131,0,0,"3,237",0,0
First Unit Quantity,China,1996,0307990060,kilograms,"27,614","20,571","13,673","31,802","62,984","87,439","99,275","77,635","30,623","36,996","75,065","49,379"
Customs Value,China,1996,0407000040,Value for: dozens,"69,458","148,019","258,096","144,391","725,324","394,470","461,500","270,550","86,568","67,872","43,631","112,695"
Customs Value,China,1996,0408990000,Value for: kilograms,0,0,0,0,0,0,"21,346",0,0,0,"3,600",0
Customs Value,China,1996,0409000025,Value for: kilograms,0,0,0,"1,501","9,459",0,"5,091","3,452","4,328",0,0,"6,017"
Customs Value,China,1996,0409000042,Value for: kilograms,"1,726,722","373,026","234,664","679,806","423,666","1,012,037","2,097,204","869,785","171,665","1,272,858","1,434,030","2,453,028"
Customs Value,China,1996,0409000044,Value for: kilograms,"1,353,113","980,839","594,355","504,393","649,878","600,220","605,075","568,989","166,761","294,049","662,414","568,258"
Customs Value,China,1996,0409000062,Value for: kilograms,"1,769,119","378,316","209,073","823,844","406,155","612,532","207,506",0,0,"75,049","467,120","1,360,010"
Customs Value,China,1996,0409000064,Value for: kilograms,"88,627","250,489",0,0,"111,071",0,0,0,0,"402,166",0,0
Customs Value,China,1996,0410000000,Value for: kilograms,"5,200","185,976","113,733","4,557","72,250","154,672","205,753","168,578","6,543","326,587","34,468","89,385"
First Unit Quantity,China,1996,0407000040,dozens,"39,585","86,234","141,327","89,747","440,444","246,508","280,155","174,816","60,867","38,540","25,961","68,967"
First Unit Quantity,China,1996,0408990000,kilograms,0,0,0,0,0,0,"10,200",0,0,0,"2,040",0
First Unit Quantity,China,1996,0409000025,kilograms,0,0,0,182,"3,325",0,"1,327","2,421","1,361",0,0,"1,633"
First Unit Quantity,China,1996,0409000042,kilograms,"1,412,650","296,727","195,750","498,220","312,620","663,740","1,409,100","567,240","125,280","789,670","858,690","1,505,671"
First Unit Quantity,China,1996,0409000044,kilograms,"1,134,910","785,870","490,393","381,508","489,810","399,930","391,500","369,460","112,158","182,700","418,470","334,686"
First Unit Quantity,China,1996,0409000062,kilograms,"1,454,914","306,276","162,660","629,220","302,760","468,930","158,920",0,0,"50,460","291,473","868,840"
First Unit Quantity,China,1996,0409000064,kilograms,"66,120","178,350",0,0,"84,508",0,0,0,0,"257,520",0,0
First Unit Quantity,China,1996,0410000000,kilograms,200,"5,259","4,000",150,"9,335","19,000","3,200","5,200",319,"12,225",785,"3,704"
