Data Type,Country,Year,HTS Number,Quantity Description,January,February,March,April,May,June,July,August,September,October,November,December
Customs Value,China,1997,0304203030,Value for: kilograms,"23,131",0,0,0,"53,941","201,653",0,0,"58,119","52,455","60,455",0
Customs Value,China,1997,0304203035,Value for: kilograms,"1,262,347","919,867","528,702","327,272","694,194","701,947","872,856","613,069","617,467","1,001,792","970,688","1,672,896"
Customs Value,China,1997,0304203062,Value for: kilograms,"19,077",0,0,0,0,0,0,0,0,0,"32,720",0
Customs Value,China,1997,0304203065,Value for: kilograms,"273,698","702,531","691,920","218,698","417,796","589,377","926,905","826,927","1,095,179","745,074","858,295","797,162"
Customs Value,China,1997,0304203068,Value for: kilograms,"853,783","994,559","951,786","1,092,375","1,018,386","1,029,996","765,142","910,237","1,151,644","1,079,695","723,325","922,727"
Customs Value,China,1997,0304206005,Value for: kilograms,0,"16,722",0,0,0,0,0,0,0,0,0,0
Customs Value,China,1997,0304206006,Value for: kilograms,0,0,0,"13,413",0,0,0,0,0,0,0,0
Customs Value,China,1997,0304206008,Value for: kilograms,"62,350","216,000","54,000","25,800",0,"65,500",0,"60,900","7,022","9,248","286,741","87,300"
Customs Value,China,1997,0304206043,Value for: kilograms,0,0,0,"69,043",0,0,0,0,"8,300","41,018","20,215",0
Customs Value,China,1997,0304206055,Value for: kilograms,0,0,0,0,0,0,"90,346",0,0,0,0,0
Customs Value,China,1997,0304206057,Value for: kilograms,"1,372,989","1,650,958","850,875","837,820","580,659","1,143,271","3,475,743","1,994,800","1,837,234","2,025,116","1,519,018","1,534,031"
Customs Value,China,1997,0304206058,Value for: kilograms,0,0,0,0,0,0,0,0,"21,505",0,0,0
Customs Value,China,1997,0304206059,Value for: kilograms,0,"45,665",0,"141,373","121,952",0,"261,066","181,328","406,817","386,527","438,145","346,211"
Customs Value,China,1997,0304206061,Value for: kilograms,0,0,"70,042",0,0,0,0,0,0,0,0,0
Customs Value,China,1997,0304206064,Value for: kilograms,"212,364","47,973","144,836","136,489","595,241","442,981","325,818","449,599",0,"122,203","201,720","219,065"
Customs Value,China,1997,0304206071,Value for: kilograms,0,0,0,0,0,0,0,0,0,0,0,"66,085"
Customs Value,China,1997,0304206075,Value for: kilograms,"1,567,690","2,685,341","1,443,406","929,718","270,089","235,948","159,174","166,729",0,"332,670","493,770","4,057"
Customs Value,China,1997,0304206099,Value for: kilograms,"939,868","449,069","117,880",0,"185,920","166,077","184,558","110,698","490,646","155,855","58,467","689,040"
Customs Value,China,1997,0304901003,Value for: kilograms,0,0,"32,984","6,059","1,566",0,0,0,"251,594","82,216",0,0
Customs Value,China,1997,0304901005,Value for: kilograms,0,0,0,0,0,"3,385",0,0,0,0,0,0
Customs Value,China,1997,0304901009,Value for: kilograms,"8,473",0,0,0,0,0,0,0,0,0,0,0
Customs Value,China,1997,0304901012,Value for: kilograms,"56,611","74,088",0,"199,329","226,054","149,013",0,0,0,"146,066","4,486",0
Customs Value,China,1997,0304901048,Value for: kilograms,0,"73,990","61,780","1,565","194,828",0,"93,456","66,147",0,0,0,"146,152"
Customs Value,China,1997,0304901089,Value for: kilograms,0,0,0,0,"129,728",0,0,0,0,0,0,"65,492"
Customs Value,China,1997,0305204060,Value for: kilograms,0,0,0,0,0,0,0,"87,329",0,0,0,0
Customs Value,China,1997,0305306030,Value for: kilograms,"1,893",0,0,0,"5,625","5,624",0,"12,089",0,"28,248",0,0
Customs Value,China,1997,0305306080,Value for: kilograms,"8,330",0,0,"73,941","7,212","1,803","39,039","1,811","2,464",0,0,"39,939"
Customs Value,China,1997,0305494040,Value for: kilograms,"62,073",0,"107,462",0,0,0,0,0,0,0,0,0
Customs Value,China,1997,0305592000,Value for: kilograms,0,0,0,0,0,0,0,0,0,0,0,"46,107"
Customs Value,China,1997,0305594000,Value for: kilograms,"139,526","48,203","34,956","37,364","25,854","136,205","79,344","34,343",0,"50,717","95,954","111,971"
Customs Value,China,1997,0305620060,Value for: kilograms,0,0,0,0,0,0,0,0,0,"36,218",0,0
Customs Value,China,1997,0305632000,Value for: kilograms,0,0,0,"2,670",0,0,0,0,0,0,0,0
Customs Value,China,1997,0305634000,Value for: kilograms,0,0,0,0,0,0,0,0,0,0,"1,488",0
Customs Value,China,1997,0305636000,Value for: kilograms,"2,171",0,0,0,0,0,0,0,0,0,0,0
Customs Value,China,1997,0305693000,Value for: kilograms,0,0,0,0,"23,625",0,0,0,0,0,0,0
Customs Value,China,1997,0305696000,Value for: kilograms,"128,359","20,293","34,627","1,524","42,604","13,027","38,170","2,985","69,818","108,782","43,748",0
Customs Value,China,1997,0306110000,Value for: kilograms,"219,668",0,"261,514",0,0,"9,000","303,946","52,363","41,794","19,494",0,0
Customs Value,China,1997,0306130003,Value for: kilograms,"248,596","230,750","62,262","79,311","80,142","15,965","83,261","268,051","445,959","359,889","518,510","265,812"
Customs Value,China,1997,0306130006,Value for: kilograms,0,0,0,0,0,0,0,0,"21,108","48,243","189,427",0
Customs Value,China,1997,0306130009,Value for: kilograms,0,0,0,0,0,0,"2,565",0,"37,267","51,106","54,605",0
Customs Value,China,1997,0306130012,Value for: kilograms,0,0,0,0,0,0,"2,508","15,671","48,132","45,373","42,055",0
Customs Value,China,1997,0306130015,Value for: kilograms,0,0,0,0,0,0,"13,305","69,456","103,917","72,863","111,258",0
Customs Value,China,1997,0306130018,Value for: kilograms,0,0,0,0,0,0,"24,247",0,"6,394","54,514","60,189",0
Customs Value,China,1997,0306130021,Value for: kilograms,0,0,0,0,0,0,"11,198","45,513","75,876","45,882","59,058",0
Customs Value,China,1997,0306130024,Value for: kilograms,0,0,0,0,"101,360","100,738","30,422",0,"17,899",0,"37,892",0
Customs Value,China,1997,0306130027,Value for: kilograms,0,"45,142",0,"52,644","58,390",0,"11,951","206,333","80,908",0,"57,344","277,623"
Customs Value,China,1997,0306130040,Value for: kilograms,"1,338,834","1,424,106","307,017","1,386,794","2,172,060","2,146,236","4,369,827","10,743,997","8,745,930","8,167,980","10,130,746","6,964,025"
Customs Value,China,1997,0306142000,Value for: kilograms,"140,399","71,384","298,393",0,"265,654",0,"104,812","79,631","215,085","223,235","429,092","549,582"
Customs Value,China,1997,0306144090,Value for: kilograms,"206,472","592,640","58,936","109,461",0,0,0,0,0,0,"158,996","77,612"
Customs Value,China,1997,0306190010,Value for: kilograms,"569,099","344,230",0,"37,013",0,"278,924","390,664","143,040","232,879","576,782","690,698","350,361"
Customs Value,China,1997,0306190090,Value for: kilograms,0,"74,736",0,0,0,0,0,"23,683",0,"3,700","13,125",0
Customs Value,China,1997,0306230020,Value for: kilograms,"271,584","278,087","270,528","355,524",0,"142,200","448,830","272,117","18,583",0,0,"63,467"
Customs Value,China,1997,0306230040,Value for: kilograms,"1,573",0,"217,150",0,"48,880",0,"33,299",0,0,"1,603",0,0
Customs Value,China,1997,0306244000,Value for: kilograms,0,0,0,0,0,0,0,0,0,"66,230","108,950","10,500"
Customs Value,China,1997,0306290000,Value for: kilograms,"224,370","102,616","53,108","16,570","30,951",0,"26,761","19,359",0,0,0,"1,395"
Customs Value,China,1997,0307100080,Value for: kilograms,"19,600",0,0,0,0,0,0,0,0,0,0,"17,481"
Customs Value,China,1997,0307210000,Value for: kilograms,0,"104,320",0,0,0,"156,475","89,203","8,405","130,835","69,919","81,718","168,937"
Customs Value,China,1997,0307290000,Value for: kilograms,"5,646,055","6,617,356","2,314,115","5,332,873","6,098,718","4,624,984","4,219,679","1,560,177","1,042,849","1,050,788","1,671,009","11,493,178"
Customs Value,China,1997,0307310090,Value for: kilograms,0,0,0,0,0,0,"4,814",0,0,"6,257",0,"18,258"
Customs Value,China,1997,0307390000,Value for: kilograms,0,"1,395",0,0,0,0,"5,240",0,0,0,"195,420","3,397"
Customs Value,China,1997,0307410020,Value for: kilograms,0,0,0,0,0,0,0,"64,772","64,772",0,0,0
Customs Value,China,1997,0307410060,Value for: kilograms,"15,000","3,000",0,0,"5,081","9,480","4,290","12,764",0,"5,292","1,950","3,450"
Customs Value,China,1997,0307490010,Value for: kilograms,0,0,0,0,"67,192",0,0,"36,360",0,0,0,0
Customs Value,China,1997,0307490022,Value for: kilograms,0,"47,430",0,"38,138","47,700","141,082","36,995","95,036",0,"35,328",0,"80,960"
Customs Value,China,1997,0307490029,Value for: kilograms,"150,067",0,0,"57,953","34,104","87,915","144,466","512,386","653,153","692,851","405,231","454,317"
Customs Value,China,1997,0307490050,Value for: kilograms,"481,179","399,928","340,370","430,954","758,593","1,854,331","3,015,397","3,031,600","2,205,809","1,841,316","2,247,597","1,989,046"
Customs Value,China,1997,0307490060,Value for: kilograms,"6,250","9,941",0,0,0,"3,465",0,"70,813","37,024","46,070","35,440","10,664"
Customs Value,China,1997,0307510000,Value for: kilograms,0,"9,520",0,"41,490","51,044","242,527","95,834",0,0,0,0,0
Customs Value,China,1997,0307590000,Value for: kilograms,"195,753","371,394","17,838","16,678","286,732","259,157","273,289","238,551","58,487","47,405","159,497","210,051"
Customs Value,China,1997,0307600000,Value for: kilograms,0,"29,726",0,0,"23,808",0,"61,440","62,976",0,0,0,0
Customs Value,China,1997,0307910030,Value for: kilograms,0,0,0,0,0,0,0,0,0,"21,125",0,0
Customs Value,China,1997,0307910070,Value for: kilograms,0,"21,684",0,0,0,0,0,0,"53,300",0,0,0
Customs Value,China,1997,0307910090,Value for: kilograms,0,0,"23,940",0,0,"20,160",0,"4,858",0,0,0,0
Customs Value,China,1997,0307990020,Value for: kilograms,"33,059","4,913",0,"1,388",0,0,"4,906",0,0,"6,855",0,"9,857"
Customs Value,China,1997,0307990055,Value for: kilograms,0,0,0,0,0,0,0,"3,511",0,"1,603",0,0
Customs Value,China,1997,0307990060,Value for: kilograms,"189,467","333,050","49,975","90,527","114,587","263,236","71,101","67,068","241,376","304,307","35,878","72,399"
First Unit Quantity,China,1997,0301100000,no units collected,0,0,0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1997,0301920000,kilograms,0,0,0,0,0,"5,243",0,0,0,0,0,0
First Unit Quantity,China,1997,0301990000,no units collected,0,0,0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1997,0302640000,kilograms,0,0,0,0,0,0,0,0,0,0,0,"2,000"
First Unit Quantity,China,1997,0302660000,kilograms,0,"2,833",0,0,0,0,0,0,0,0,"10,000",0
First Unit Quantity,China,1997,0302692023,kilograms,0,0,0,0,0,0,0,0,0,0,"1,796",0
First Unit Quantity,China,1997,0302692070,kilograms,0,0,0,0,0,0,0,0,0,0,"18,000",0
First Unit Quantity,China,1997,0302704090,kilograms,0,0,0,0,0,0,0,0,0,0,"4,310",0
First Unit Quantity,China,1997,0303220000,kilograms,0,0,0,0,0,"6,523",0,0,0,0,0,0
First Unit Quantity,China,1997,0303310020,kilograms,0,0,0,0,0,0,0,0,0,"125,880",0,0
First Unit Quantity,China,1997,0303390010,kilograms,0,0,"2,434",0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1997,0303420020,kilograms,0,0,0,0,0,0,0,0,"2,395",0,0,0
First Unit Quantity,China,1997,0303600090,kilograms,0,0,0,0,0,0,0,0,0,"225,792","18,144",0
First Unit Quantity,China,1997,0303730000,kilograms,0,"16,320",0,"12,744",0,"1,931","20,000",0,0,0,"18,144",0
First Unit Quantity,China,1997,0303740000,kilograms,0,0,0,0,0,0,0,"12,500",0,0,0,0
First Unit Quantity,China,1997,0303760000,kilograms,0,"21,375","2,784","20,934","1,241",0,"26,089","17,193",0,"1,579","2,743","10,410"
First Unit Quantity,China,1997,0303792024,kilograms,0,0,0,"2,992","7,480",0,0,0,"4,053",0,0,0
First Unit Quantity,China,1997,0303792026,kilograms,"37,012","28,598",0,"20,684","19,014",0,"38,828","20,684","18,883",0,"18,507","19,595"
First Unit Quantity,China,1997,0303792094,kilograms,0,0,0,0,"51,529",0,0,0,0,0,0,0
First Unit Quantity,China,1997,0303792098,kilograms,"95,247","37,436","17,990","6,800","64,747","36,090","59,156","33,000","13,200","7,700",0,"84,638"
First Unit Quantity,China,1997,0303794020,kilograms,0,0,0,0,0,0,533,0,0,0,0,0
First Unit Quantity,China,1997,0303794080,kilograms,"17,989",0,0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1997,0303794095,kilograms,"257,170","99,331","38,700","169,714","56,692","55,758","35,786",0,"29,493","37,508","71,980","252,067"
First Unit Quantity,China,1997,0303804050,kilograms,0,"6,613",0,0,"7,920",0,0,0,0,0,0,0
First Unit Quantity,China,1997,0303804095,kilograms,0,0,0,0,"2,359",0,0,0,0,0,0,"4,000"
First Unit Quantity,China,1997,0304101055,kilograms,0,0,0,0,"15,876","2,268",0,"38,100",0,"27,160","36,288",0
First Unit Quantity,China,1997,0304104065,kilograms,0,0,0,0,0,"18,144",0,0,"92,987",0,"19,051",0
First Unit Quantity,China,1997,0304104092,kilograms,"9,071",0,0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1997,0304104095,kilograms,0,"18,127",0,0,0,0,0,0,0,0,0,"21,058"
First Unit Quantity,China,1997,0304202011,kilograms,0,0,0,0,0,"35,706","19,391","39,625","17,853","35,964","34,458","35,925"
First Unit Quantity,China,1997,0304202012,kilograms,"47,936","69,559","115,246","132,654","305,325","55,995","60,665","59,111","81,034","147,292","166,590","278,335"
First Unit Quantity,China,1997,0304202023,kilograms,"132,399","92,703","104,637","53,420","11,128","104,122","161,014","189,300","433,367","172,749","158,967","239,613"
First Unit Quantity,China,1997,0304202025,kilograms,0,0,"6,969","6,359","1,249","1,319",0,0,"23,950",0,0,0
First Unit Quantity,China,1997,0304202027,kilograms,0,0,0,"18,142",0,0,0,0,0,0,0,0
First Unit Quantity,China,1997,0304202044,kilograms,"1,811,437","1,576,251","1,004,643","1,736,004","1,545,684","2,744,285","3,600,425","1,384,632","1,549,233","2,907,021","1,412,589","1,919,058"
First Unit Quantity,China,1997,0304202048,kilograms,"1,211,042","71,071","548,614","632,361","761,970","1,136,032","905,222","1,151,530","561,150","844,155","235,330","890,750"
First Unit Quantity,China,1997,0304202055,kilograms,0,0,0,0,0,"17,993",0,"19,115",0,0,0,0
First Unit Quantity,China,1997,0304202061,kilograms,"9,181",0,0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1997,0304202063,kilograms,0,0,0,0,0,0,0,0,"21,772",0,0,0
First Unit Quantity,China,1997,0304202066,kilograms,0,"44,966","9,969",0,0,0,0,0,"43,762","4,520",0,"37,409"
First Unit Quantity,China,1997,0304203020,kilograms,0,0,0,0,0,0,0,0,0,0,"120,291","48,443"
First Unit Quantity,China,1997,0304203030,kilograms,"5,257",0,0,0,"18,325","72,575",0,0,"18,162","18,144","18,144",0
First Unit Quantity,China,1997,0304203035,kilograms,"312,313","222,411","188,859","54,732","200,690","199,583","195,777","144,064","142,295","259,826","221,885","410,333"
First Unit Quantity,China,1997,0304203062,kilograms,"4,767",0,0,0,0,0,0,0,0,0,"19,051",0
First Unit Quantity,China,1997,0304203065,kilograms,"174,423","470,734","445,414","157,139","242,443","351,309","555,992","555,189","758,834","450,615","562,411","532,133"
First Unit Quantity,China,1997,0304203068,kilograms,"535,441","583,696","577,200","739,859","698,611","664,682","455,004","602,545","742,073","682,084","447,933","551,508"
First Unit Quantity,China,1997,0304206005,kilograms,0,"4,536",0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1997,0304206006,kilograms,0,0,0,"4,536",0,0,0,0,0,0,0,0
First Unit Quantity,China,1997,0304206008,kilograms,"19,759","90,720","22,680","9,072",0,"20,639",0,"19,051","2,275","24,360","190,764","68,795"
First Unit Quantity,China,1997,0304206043,kilograms,0,0,0,"19,251",0,0,0,0,"2,268","10,796","5,334",0
First Unit Quantity,China,1997,0304206055,kilograms,0,0,0,0,0,0,"19,000",0,0,0,0,0
First Unit Quantity,China,1997,0304206057,kilograms,"361,935","400,462","197,495","490,610","151,852","311,524","863,876","493,231","470,250","510,988","398,359","406,693"
First Unit Quantity,China,1997,0304206058,kilograms,0,0,0,0,0,0,0,0,"6,642",0,0,0
First Unit Quantity,China,1997,0304206059,kilograms,0,"4,536",0,"12,701","10,886",0,"23,587","16,511","38,919","37,399","42,811","33,909"
First Unit Quantity,China,1997,0304206061,kilograms,0,0,"18,144",0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1997,0304206064,kilograms,"152,278","31,577","18,071","37,394","163,809","128,996","107,724","232,194",0,"36,360","54,000","71,260"
First Unit Quantity,China,1997,0304206071,kilograms,0,0,0,0,0,0,0,0,0,0,0,"31,445"
First Unit Quantity,China,1997,0304206075,kilograms,"195,810","359,476","200,867","117,244","33,907","27,901","18,364","19,030",0,"37,920","69,516",482
First Unit Quantity,China,1997,0304206099,kilograms,"208,914","136,275","35,885",0,"72,437","60,668","54,432","29,387","139,862","74,232","38,102","265,165"
First Unit Quantity,China,1997,0304901003,kilograms,0,0,"42,747","7,852","3,742",0,0,0,"318,084","134,902",0,0
First Unit Quantity,China,1997,0304901005,kilograms,0,0,0,0,0,520,0,0,0,0,0,0
First Unit Quantity,China,1997,0304901009,kilograms,"9,992",0,0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1997,0304901012,kilograms,"19,051","19,391",0,"53,297","56,949","37,762",0,0,0,"38,088","2,694",0
First Unit Quantity,China,1997,0304901048,kilograms,0,"54,432","41,770","1,347","107,774",0,"71,850","104,063",0,0,0,"112,602"
First Unit Quantity,China,1997,0304901089,kilograms,0,0,0,0,"14,220",0,0,0,0,0,0,"20,417"
First Unit Quantity,China,1997,0305204060,kilograms,0,0,0,0,0,0,0,"11,000",0,0,0,0
First Unit Quantity,China,1997,0305306030,kilograms,454,0,0,0,"1,361","1,361",0,"3,228",0,"9,262",0,0
First Unit Quantity,China,1997,0305306080,kilograms,"1,248",0,0,"10,500","1,815",454,"6,187",450,176,0,0,"7,000"
First Unit Quantity,China,1997,0305494040,kilograms,"7,600",0,"16,940",0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1997,0305592000,kilograms,0,0,0,0,0,0,0,0,0,0,0,638
First Unit Quantity,China,1997,0305594000,kilograms,"13,690","14,175","19,367","6,771","8,045","11,659","18,265","7,882",0,"11,934","24,621","20,357"
First Unit Quantity,China,1997,0305620060,kilograms,0,0,0,0,0,0,0,0,0,"13,207",0,0
First Unit Quantity,China,1997,0305632000,kilograms,0,0,0,442,0,0,0,0,0,0,0,0
First Unit Quantity,China,1997,0305634000,kilograms,0,0,0,0,0,0,0,0,0,0,318,0
First Unit Quantity,China,1997,0305636000,kilograms,228,0,0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1997,0305693000,kilograms,0,0,0,0,"8,175",0,0,0,0,0,0,0
First Unit Quantity,China,1997,0305696000,kilograms,"66,364","11,615","5,036",340,"18,691","11,247","15,489",680,"23,124","31,052","15,794",0
First Unit Quantity,China,1997,0306110000,kilograms,"55,103",0,"47,573",0,0,"1,361","104,809","34,118","23,868","12,982",0,0
First Unit Quantity,China,1997,0306130003,kilograms,"48,099","131,400","18,000","56,700","37,920","2,336","20,800","55,800","93,000","71,491","94,905","53,209"
First Unit Quantity,China,1997,0306130006,kilograms,0,0,0,0,0,0,0,0,"1,633","3,580","23,660",0
First Unit Quantity,China,1997,0306130009,kilograms,0,0,0,0,0,0,300,0,"3,070","3,564","3,266",0
First Unit Quantity,China,1997,0306130012,kilograms,0,0,0,0,0,0,300,"1,633","3,461","3,689","3,175",0
First Unit Quantity,China,1997,0306130015,kilograms,0,0,0,0,0,0,"1,650","8,165","12,059","7,063","11,463",0
First Unit Quantity,China,1997,0306130018,kilograms,0,0,0,0,0,0,"3,080",0,762,"6,104","6,917",0
First Unit Quantity,China,1997,0306130021,kilograms,0,0,0,0,0,0,"1,670","6,532","10,437","5,715","7,577",0
First Unit Quantity,China,1997,0306130024,kilograms,0,0,0,0,"16,329","16,329","4,670",0,"2,351",0,"8,172",0
First Unit Quantity,China,1997,0306130027,kilograms,0,"15,785",0,"18,685","17,850",0,"2,200","48,000","41,868",0,"25,215","43,318"
First Unit Quantity,China,1997,0306130040,kilograms,"271,646","314,055","78,366","288,549","449,012","472,186","985,231","2,201,631","1,634,353","1,428,074","1,756,153","1,443,127"
First Unit Quantity,China,1997,0306142000,kilograms,"18,507","4,569","40,910",0,"33,606",0,"16,491","11,868","32,927","42,461","62,133","74,440"
First Unit Quantity,China,1997,0306144090,kilograms,"48,577","94,549","15,636","14,570",0,0,0,0,0,0,"52,764","15,462"
First Unit Quantity,China,1997,0306190010,kilograms,"108,591","67,818",0,"17,995",0,"73,072","126,727","70,227","81,729","187,688","183,065","117,070"
First Unit Quantity,China,1997,0306190090,kilograms,0,"16,950",0,0,0,0,0,"1,891",0,100,310,0
First Unit Quantity,China,1997,0306230020,kilograms,"8,400","8,300","8,420","10,300",0,"4,100","12,950","7,880","9,888",0,0,"43,177"
First Unit Quantity,China,1997,0306230040,kilograms,720,0,"14,254",0,"1,500",0,"3,000",0,0,898,0,0
First Unit Quantity,China,1997,0306244000,kilograms,0,0,0,0,0,0,0,0,0,"2,548","9,055",420
First Unit Quantity,China,1997,0306290000,kilograms,"9,510","5,750","3,245","1,320","1,550",0,"3,000","2,000",0,0,0,"1,090"
