Data Type,Country,Year,HTS Number,Quantity Description,January,February,March,April,May,June,July,August,September,October,November,December
Customs Value,China,2001,0304901050,Value for: kilograms,0,0,0,0,0,"13,360",0,0,0,0,0,0
Customs Value,China,2001,0304901089,Value for: kilograms,"5,225","5,020","356,557","558,481","401,318","618,089","596,839","296,155","225,152","880,566","672,418","1,937,131"
Customs Value,China,2001,0305102000,Value for: kilograms,0,"2,664","2,135",0,0,0,0,0,0,0,0,0
Customs Value,China,2001,0305204060,Value for: kilograms,0,0,"9,859",0,0,0,0,0,0,0,0,"4,347"
Customs Value,China,2001,0305304000,Value for: kilograms,0,0,0,0,0,0,0,0,0,0,0,"2,522"
Customs Value,China,2001,0305306010,Value for: kilograms,0,0,0,0,0,"16,085",0,0,0,0,0,0
Customs Value,China,2001,0305306030,Value for: kilograms,"92,157","49,500","124,127","62,440","61,867","2,103","219,379","27,755",0,"152,940","234,214","56,155"
Customs Value,China,2001,0305306080,Value for: kilograms,"93,959","290,725","239,846","322,271","594,054","194,857","359,885","619,452","633,323","678,593","752,233","812,877"
Customs Value,China,2001,0305494040,Value for: kilograms,0,0,0,0,"13,500",0,0,0,0,0,0,0
Customs Value,China,2001,0305510000,Value for: kilograms,0,"18,105","52,858","6,056",0,"68,468",0,0,0,0,"50,760",0
Customs Value,China,2001,0305592000,Value for: kilograms,"18,300","8,910",0,0,0,0,0,0,"5,000",0,0,0
Customs Value,China,2001,0305594000,Value for: kilograms,"334,902","366,710","70,059","34,998","293,755","181,116","212,004","181,169","150,246","167,175","386,636","335,656"
Customs Value,China,2001,0305612000,Value for: kilograms,"2,997",0,0,0,0,0,0,0,0,0,0,0
Customs Value,China,2001,0305620010,Value for: kilograms,0,"33,940",0,"37,106",0,0,"22,605",0,"41,590",0,0,"25,760"
Customs Value,China,2001,0305620030,Value for: kilograms,0,"41,256",0,0,0,0,0,0,0,0,0,0
Customs Value,China,2001,0305620060,Value for: kilograms,0,0,0,0,0,0,0,0,0,0,0,"19,354"
Customs Value,China,2001,0305634000,Value for: kilograms,0,0,0,0,0,0,0,0,0,"30,637","42,913","24,205"
Customs Value,China,2001,0305636000,Value for: kilograms,0,0,0,0,0,0,0,0,"19,966",0,0,0
Customs Value,China,2001,0305691022,Value for: kilograms,0,"83,200",0,0,0,0,0,0,0,0,0,0
Customs Value,China,2001,0305691042,Value for: kilograms,"197,271","374,174","328,948","229,048",0,"215,733","200,073","222,185","125,910","424,721","109,494","129,846"
Customs Value,China,2001,0305695000,Value for: kilograms,0,0,"20,111",0,0,0,"6,087",0,0,"13,360",0,"5,359"
Customs Value,China,2001,0305696000,Value for: kilograms,"57,587",0,"38,058","30,000","38,210","24,840","5,500",0,"4,321","37,800","57,480",0
Customs Value,China,2001,0306110000,Value for: kilograms,0,0,0,0,0,"125,520","117,870","64,000","57,780",0,0,0
Customs Value,China,2001,0306130003,Value for: kilograms,"260,681","284,436","96,878",0,"97,025","14,407","39,073","1,053,157","408,412","659,556","845,668","1,135,067"
Customs Value,China,2001,0306130006,Value for: kilograms,"180,577","19,990","14,311",0,0,"11,256","143,632","1,083,116","897,033","220,350","431,656","30,884"
Customs Value,China,2001,0306130009,Value for: kilograms,"346,325","10,507",0,0,0,"19,829","14,803","425,243","636,897","933,026","605,250","190,797"
Customs Value,China,2001,0306130012,Value for: kilograms,"125,060","6,389",0,"18,006","52,485","37,557","343,719","3,574,711","3,736,499","3,334,514","1,507,322","513,363"
Customs Value,China,2001,0306130015,Value for: kilograms,"161,077",0,"21,023",0,"68,215","23,042","1,495,402","8,653,764","8,528,595","8,267,980","2,872,377","2,248,560"
Customs Value,China,2001,0306130018,Value for: kilograms,"30,282",0,0,0,"26,681","7,889","909,018","2,525,530","3,217,184","2,950,800","1,773,338","1,202,724"
Customs Value,China,2001,0306130021,Value for: kilograms,"12,688",0,0,"19,430","12,985","157,699","764,430","1,675,089","2,138,938","2,334,766","2,245,108","1,580,916"
Customs Value,China,2001,0306130024,Value for: kilograms,0,0,"21,464",0,0,"70,816","312,030","519,297","781,288","576,624","422,205","528,080"
Customs Value,China,2001,0306130027,Value for: kilograms,"144,418","135,825","147,566","50,529","48,384","185,098","246,948","473,933","528,758","611,234","279,954","245,962"
Customs Value,China,2001,0306130040,Value for: kilograms,"9,397,594","3,619,323","5,190,361","7,082,688","6,744,748","7,664,586","8,534,440","6,572,821","6,486,600","9,315,856","7,449,128","6,428,575"
Customs Value,China,2001,0306142000,Value for: kilograms,"947,645","85,647","203,214","287,032",0,"545,330","589,049","178,153","1,623,821","2,802,961","1,134,825","621,496"
Customs Value,China,2001,0306144020,Value for: kilograms,0,0,"225,244",0,0,0,"183,540",0,0,0,0,0
Customs Value,China,2001,0306144090,Value for: kilograms,"276,485","301,112","355,368","66,528","8,082","262,774","39,915","4,849","172,930","425,370","346,442","392,153"
Customs Value,China,2001,0306190010,Value for: kilograms,"148,884","249,977",0,"237,720",0,"632,032","1,549,860","1,115,989","433,923","344,656","391,870","32,268"
Customs Value,China,2001,0306190060,Value for: kilograms,"137,997","157,807",0,"690,146","310,650",0,0,"32,240",0,"192,000","14,778","15,180"
Customs Value,China,2001,0306230020,Value for: kilograms,"301,142","33,890","554,107","341,621","607,312","74,306","267,599","273,788","259,777","277,615","296,434","552,873"
Customs Value,China,2001,0306230040,Value for: kilograms,"180,544","316,152","383,653","251,144","146,887","388,978","262,437","666,389","315,264","335,705","580,127","39,827"
Customs Value,China,2001,0306242000,Value for: kilograms,"889,252","249,600","254,640","420,665","231,681",0,"366,732",0,"413,832","670,674","1,400,168","755,474"
Customs Value,China,2001,0306244000,Value for: kilograms,0,0,"4,882",0,"10,816",0,0,"55,482","36,720",0,0,0
Customs Value,China,2001,0306290000,Value for: kilograms,0,0,0,0,0,"2,100","2,940",0,0,0,0,"11,950"
Customs Value,China,2001,0307100080,Value for: kilograms,"116,995","117,951",0,"8,677","14,362","8,587",0,"22,977",0,0,0,"9,075"
Customs Value,China,2001,0307210000,Value for: kilograms,0,0,0,0,0,0,0,0,0,0,"4,253","100,050"
Customs Value,China,2001,0307290000,Value for: kilograms,"12,963,254","3,771,817","2,216,014","1,380,264","147,205","824,112","733,763","647,083","1,062,324","1,160,358","1,058,291","1,257,869"
Customs Value,China,2001,0307310090,Value for: kilograms,"37,891","78,800",0,0,"11,095",0,0,"2,728","124,594","106,360","17,243","22,220"
Customs Value,China,2001,0307390000,Value for: kilograms,"64,710","47,518","134,929","57,030","146,245",0,0,0,"10,545","26,633","128,000","54,428"
Customs Value,China,2001,0307410040,Value for: kilograms,0,0,0,0,0,0,0,0,"3,423",0,0,0
Customs Value,China,2001,0307410060,Value for: kilograms,"16,386",0,0,"10,640",0,0,0,0,0,0,0,"15,837"
Customs Value,China,2001,0307490010,Value for: kilograms,"133,933","61,001","161,850","107,108","152,533","163,174","225,838","145,053","299,198","235,467","111,681","142,241"
Customs Value,China,2001,0307490022,Value for: kilograms,0,0,"57,096","70,336","3,769","47,250","84,849","74,254","34,719",0,0,0
Customs Value,China,2001,0307490024,Value for: kilograms,0,0,0,0,0,0,"52,891",0,0,0,0,0
Customs Value,China,2001,0307490029,Value for: kilograms,"728,073","450,748","507,385","666,953","994,762","1,166,180","1,084,413","798,193","1,494,644","1,849,477","1,567,048","1,463,869"
Customs Value,China,2001,0307490050,Value for: kilograms,"885,873","969,909","762,258","925,038","1,548,328","1,597,329","916,331","934,082","1,845,020","1,198,549","1,238,652","1,447,467"
Customs Value,China,2001,0307490060,Value for: kilograms,"106,361","39,063","41,126","82,807","112,658","197,981","37,732","57,868","110,203","8,664","80,982","48,161"
Customs Value,China,2001,0307510000,Value for: kilograms,"4,572",0,0,"5,769","7,256","52,774",0,0,0,"12,308",0,0
Customs Value,China,2001,0307590000,Value for: kilograms,"124,411","146,468","72,636","131,006","184,895","194,056","187,162","319,489","273,833","74,774","229,212","230,301"
Customs Value,China,2001,0307600000,Value for: kilograms,0,0,0,0,"4,320","12,715",0,0,0,0,0,0
Customs Value,China,2001,0307910030,Value for: kilograms,0,0,0,0,0,0,0,0,"6,128",0,0,0
Customs Value,China,2001,0307910070,Value for: kilograms,0,0,0,0,0,"23,682",0,"14,486",0,"3,600",0,"3,053"
Customs Value,China,2001,0307910090,Value for: kilograms,0,0,0,0,0,"22,155","16,114",0,0,"9,885","20,270",0
Customs Value,China,2001,0307990020,Value for: kilograms,"9,600","18,638","4,125",0,0,"24,099",0,"10,946",0,"9,028","18,475","4,844"
Customs Value,China,2001,0307990055,Value for: kilograms,0,0,0,0,"69,684","36,398",0,"56,404","53,718","46,429","71,366","188,458"
Customs Value,China,2001,0307990060,Value for: kilograms,"966,814","405,179","871,197","736,470","548,869","667,009","68,745","280,516","65,614","171,858","241,695","226,220"
First Unit Quantity,China,2001,0301100000,no units collected,0,0,0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,2001,0301990000,no units collected,0,0,0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,2001,0302120032,kilograms,0,0,0,0,"3,473",0,0,0,0,0,0,0
First Unit Quantity,China,2001,0302320000,kilograms,0,"2,012",0,0,0,"1,112",0,0,0,0,0,0
First Unit Quantity,China,2001,0302660000,kilograms,0,0,0,0,0,"12,345",0,0,375,"17,280",0,"18,810"
First Unit Quantity,China,2001,0302692010,kilograms,0,0,0,0,0,0,"1,578",0,0,0,0,0
First Unit Quantity,China,2001,0302692062,kilograms,0,0,449,"1,003","1,347",575,0,"1,707",675,0,373,0
First Unit Quantity,China,2001,0302692064,kilograms,0,0,0,0,0,0,0,0,0,0,496,0
First Unit Quantity,China,2001,0302692070,kilograms,"24,132",0,0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,2001,0302694099,kilograms,"1,864","9,646","13,335","13,848","10,545","5,956","4,949",834,"2,650","16,398","2,575","22,342"
First Unit Quantity,China,2001,0303100022,kilograms,"4,536",0,0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,2001,0303100042,kilograms,"8,912",0,0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,2001,0303100062,kilograms,0,750,0,0,0,0,0,0,"2,790","1,369",0,0
First Unit Quantity,China,2001,0303310020,kilograms,0,943,0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,2001,0303330000,kilograms,0,"9,745",0,"9,872","6,188","19,743",0,"4,763",907,0,0,0
First Unit Quantity,China,2001,0303390010,kilograms,0,0,0,0,0,"1,584",0,0,0,540,762,545
First Unit Quantity,China,2001,0303390020,kilograms,0,"9,745",0,"9,872","6,188","13,971",0,0,0,0,0,0
First Unit Quantity,China,2001,0303390030,kilograms,0,"31,826",0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,2001,0303410000,kilograms,0,0,0,0,"121,331",0,0,0,0,0,0,0
First Unit Quantity,China,2001,0303600090,kilograms,0,0,0,"18,999","4,200",0,0,0,0,0,0,0
First Unit Quantity,China,2001,0303740000,kilograms,"33,974","83,908",0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,2001,0303760000,kilograms,"28,645","1,846","27,870","6,056","36,624","24,644","16,163","64,807","20,074","6,089","33,754","26,199"
First Unit Quantity,China,2001,0303770000,kilograms,0,0,0,0,0,0,"19,013",0,0,0,0,"18,144"
First Unit Quantity,China,2001,0303792005,kilograms,499,804,0,804,0,504,504,0,504,782,504,0
First Unit Quantity,China,2001,0303792024,kilograms,0,0,"24,308",0,0,0,0,0,0,0,"2,381","19,070"
First Unit Quantity,China,2001,0303792026,kilograms,0,0,0,0,0,0,"16,108",0,"18,144","18,144",0,0
First Unit Quantity,China,2001,0303792080,kilograms,0,0,0,0,0,0,0,0,"1,905",0,0,0
First Unit Quantity,China,2001,0303792094,kilograms,"842,421","680,635","1,501,642","1,141,260","771,455","423,214","337,723","406,575","294,498","486,099","1,557,474","2,426,803"
First Unit Quantity,China,2001,0303792098,kilograms,"196,571","69,604","28,157","82,635","20,655","90,495","107,757","64,892","22,105","42,704","74,141","135,737"
First Unit Quantity,China,2001,0303794040,kilograms,0,0,0,0,0,0,0,0,0,0,0,"5,443"
First Unit Quantity,China,2001,0303794050,kilograms,0,0,0,0,0,0,"11,040",0,0,0,0,0
First Unit Quantity,China,2001,0303794070,kilograms,"20,870","23,000","22,000",0,"8,063",0,0,0,0,0,0,0
First Unit Quantity,China,2001,0303794097,kilograms,"279,202","109,710","53,920","241,695","196,178","129,732","222,875","256,248","94,901","145,994","264,881","284,678"
First Unit Quantity,China,2001,0303804050,kilograms,0,0,"3,117",0,0,"7,740",0,0,0,"18,017",0,0
First Unit Quantity,China,2001,0303804095,kilograms,0,0,0,0,"9,892",0,"2,222",0,"3,431","1,267",0,0
First Unit Quantity,China,2001,0304101048,kilograms,0,0,0,"75,502","38,080",0,0,0,0,"38,102",0,0
First Unit Quantity,China,2001,0304104061,kilograms,0,"1,474","59,731",0,"23,378","38,470",0,0,454,"21,701","6,985","38,857"
First Unit Quantity,China,2001,0304104062,kilograms,0,0,0,0,0,0,0,0,0,0,0,"62,683"
First Unit Quantity,China,2001,0304104065,kilograms,0,"34,171",0,"13,154","19,429","8,652","11,215",0,0,0,0,0
First Unit Quantity,China,2001,0304104070,kilograms,0,0,0,0,"6,188",0,0,0,0,0,0,0
First Unit Quantity,China,2001,0304104075,kilograms,770,0,0,0,0,0,0,0,0,0,0,"12,246"
First Unit Quantity,China,2001,0304104085,kilograms,0,0,0,0,"1,480",0,0,0,0,902,0,0
First Unit Quantity,China,2001,0304104096,kilograms,716,0,0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,2001,0304104099,kilograms,"22,856","8,844",0,"22,149","3,907","35,668","19,459",0,"6,234","14,928","7,970","34,363"
First Unit Quantity,China,2001,0304202011,kilograms,"24,040",0,"5,508",0,"70,533","72,120","109,877","9,072","9,072",0,0,0
First Unit Quantity,China,2001,0304202012,kilograms,"389,777","194,341","20,309","27,932","48,591","46,949","122,954","119,318","88,667","250,494","58,049","384,506"
First Unit Quantity,China,2001,0304202023,kilograms,"180,506","106,698","37,122","57,879","3,682","14,399","25,017","23,950","13,993","71,424","52,481","80,246"
First Unit Quantity,China,2001,0304202025,kilograms,"58,968","72,556","18,737","99,868",0,"65,459","57,153","38,102","76,204",0,0,0
First Unit Quantity,China,2001,0304202027,kilograms,"2,425",0,"2,185","61,589","1,287",898,"2,604","4,311","1,437","9,093",0,"1,437"
First Unit Quantity,China,2001,0304202030,kilograms,"57,536","70,356","47,900",0,"32,891","13,479","87,123",0,"31,344",0,"28,354","58,243"
First Unit Quantity,China,2001,0304202038,kilograms,0,0,"18,143",0,0,0,0,0,0,0,0,0
First Unit Quantity,China,2001,0304202044,kilograms,"2,869,860","1,875,415","416,336","1,272,268","1,683,086","1,802,884","3,365,028","2,453,889","2,419,110","2,128,531","2,008,977","2,363,542"
First Unit Quantity,China,2001,0304202055,kilograms,0,0,"56,337","19,196",0,"20,412",0,0,0,0,0,0
First Unit Quantity,China,2001,0304202060,kilograms,0,0,0,"19,051",0,0,0,0,0,0,0,0
First Unit Quantity,China,2001,0304202061,kilograms,0,0,0,0,0,0,0,0,"18,144",0,0,0
First Unit Quantity,China,2001,0304202066,kilograms,"24,791","6,197","28,979",0,"38,808","6,803","16,488","35,450",0,"20,167",0,0
First Unit Quantity,China,2001,0304203030,kilograms,"162,841","100,852","32,119",0,"40,014","78,906","134,971","219,069","45,360","197,369","182,800","131,897"
First Unit Quantity,China,2001,0304203035,kilograms,"933,758","367,980","344,290","796,212","815,355","549,064","331,729","409,953","523,652","458,585","689,542","653,189"
First Unit Quantity,China,2001,0304203065,kilograms,"3,999,714","1,884,627","1,428,267","1,704,568","1,438,190","1,983,793","2,146,343","2,406,282","1,959,839","2,833,887","2,523,338","3,550,456"
First Unit Quantity,China,2001,0304203068,kilograms,"152,182","126,431","21,947","94,983","39,225","55,962","154,151","106,995","291,361","439,915","233,021","469,832"
First Unit Quantity,China,2001,0304206006,kilograms,0,"2,041",0,"5,443","1,701","4,536",0,0,0,0,"3,629",0
