Data Type,Country,Year,HTS Number,Quantity Description,January,February,March,April,May,June,July,August,September,October,November,December
Customs Value,China,1999,0301100000,Value for: no units collected,"57,752","35,432","45,037","30,392","42,498","28,003","19,774","60,616","62,052","41,566","32,408","22,575"
Customs Value,China,1999,0301920000,Value for: kilograms,0,0,0,0,0,0,0,0,0,"2,100",0,0
Customs Value,China,1999,0301990000,Value for: no units collected,0,"4,159",0,"6,445","4,311",0,0,0,0,0,0,"6,358"
Customs Value,China,1999,0302120022,Value for: kilograms,0,0,0,0,0,"12,294",0,0,0,0,0,0
Customs Value,China,1999,0302120032,Value for: kilograms,0,0,0,0,0,"54,437",0,0,0,0,0,0
Customs Value,China,1999,0302640000,Value for: kilograms,0,0,0,0,0,0,"8,549",0,0,0,0,0
Customs Value,China,1999,0302660000,Value for: kilograms,0,0,0,0,0,0,0,0,0,0,0,"10,191"
Customs Value,China,1999,0302694040,Value for: kilograms,0,0,0,0,0,0,"4,016",0,0,0,0,0
Customs Value,China,1999,0302694098,Value for: kilograms,"4,310",0,0,0,0,0,0,0,0,0,0,0
Customs Value,China,1999,0303290000,Value for: kilograms,"163,350","79,299",0,"79,299","63,113",0,0,"227,799",0,0,0,0
Customs Value,China,1999,0303310010,Value for: kilograms,0,0,0,0,0,0,0,0,0,0,0,"65,491"
Customs Value,China,1999,0303310020,Value for: kilograms,"138,035",0,0,"43,124",0,0,0,0,"104,060",0,"15,078",0
Customs Value,China,1999,0303330000,Value for: kilograms,"82,590",0,"58,233","54,450","55,865",0,"102,842","16,350","125,461","169,949","244,824","259,983"
Customs Value,China,1999,0303390020,Value for: kilograms,"99,448","21,234","44,021",0,0,0,"134,051","129,262","21,118","58,026","176,408","146,607"
Customs Value,China,1999,0303390030,Value for: kilograms,0,"16,988",0,0,0,"14,500",0,0,0,0,0,0
Customs Value,China,1999,0303410000,Value for: kilograms,0,0,"182,699",0,0,0,0,0,0,0,0,0
Customs Value,China,1999,0303430000,Value for: kilograms,0,0,0,0,0,0,0,0,0,0,"26,165","12,002"
Customs Value,China,1999,0303600010,Value for: kilograms,0,0,0,0,"246,290",0,0,"331,180",0,0,0,0
Customs Value,China,1999,0303600090,Value for: kilograms,0,"7,987",0,0,"118,396","590,649","602,131",0,0,0,"149,818",0
Customs Value,China,1999,0303730000,Value for: kilograms,0,0,0,0,0,0,0,0,0,0,"13,572",0
Customs Value,China,1999,0303740000,Value for: kilograms,0,0,0,0,0,0,0,0,0,0,0,"79,820"
Customs Value,China,1999,0303760000,Value for: kilograms,"355,669","296,888","269,090","105,968","287,557","330,979","138,138","364,371","293,764","89,127","472,364","441,420"
Customs Value,China,1999,0303792005,Value for: kilograms,0,0,0,"2,195",0,0,0,"4,364",0,"4,944",0,"5,025"
Customs Value,China,1999,0303792024,Value for: kilograms,"65,312","31,664",0,0,0,0,0,0,"32,652",0,0,0
Customs Value,China,1999,0303792094,Value for: kilograms,"126,691","135,810","119,367","327,572","226,900","370,642","368,639","162,562","288,522","952,998","1,074,650","2,187,837"
Customs Value,China,1999,0303792098,Value for: kilograms,"324,909","104,508","37,468","40,445","117,904","216,086","194,662","342,919","56,084","32,400","211,396","395,782"
Customs Value,China,1999,0303794030,Value for: kilograms,"3,065",0,0,0,0,0,0,0,0,0,0,0
Customs Value,China,1999,0303794040,Value for: kilograms,0,0,0,0,0,0,"5,027",0,0,0,0,0
Customs Value,China,1999,0303794097,Value for: kilograms,"393,948","341,000","574,060","354,317","465,257","557,508","473,352","277,942","69,063","204,099","249,807","602,251"
Customs Value,China,1999,0304101044,Value for: kilograms,0,0,0,0,0,0,0,0,0,0,0,"80,980"
Customs Value,China,1999,0304101048,Value for: kilograms,"55,388",0,0,0,0,0,0,0,0,0,0,0
Customs Value,China,1999,0304101050,Value for: kilograms,0,"29,000",0,"56,600","27,960",0,"25,345",0,0,0,0,0
Customs Value,China,1999,0304101055,Value for: kilograms,"37,080",0,0,0,0,0,0,0,0,"16,038",0,0
Customs Value,China,1999,0304104061,Value for: kilograms,0,0,0,0,0,0,"55,590",0,0,0,0,0
Customs Value,China,1999,0304104065,Value for: kilograms,0,0,0,0,0,"67,200","199,167",0,0,0,0,"24,250"
Customs Value,China,1999,0304104085,Value for: kilograms,"12,750",0,0,0,0,0,0,"9,143",0,0,0,0
Customs Value,China,1999,0304104096,Value for: kilograms,0,0,0,"287,531",0,0,0,0,0,0,0,0
Customs Value,China,1999,0304104099,Value for: kilograms,0,"66,763",0,"155,241","28,300",0,0,"27,120","2,404",0,0,0
Customs Value,China,1999,0304202011,Value for: kilograms,0,0,0,0,0,0,"84,308",0,"145,252",0,"202,503","180,945"
Customs Value,China,1999,0304202012,Value for: kilograms,"1,005,510","1,087,448","539,525","160,290","273,805","264,450","293,613","180,414","541,088","611,119","720,606","932,305"
Customs Value,China,1999,0304202023,Value for: kilograms,"262,655","39,776","191,989","112,083","95,040","99,860","352,259","47,520","193,137","70,052","147,966","421,645"
Customs Value,China,1999,0304202025,Value for: kilograms,0,0,0,0,0,0,0,0,0,0,0,"2,301"
Customs Value,China,1999,0304202027,Value for: kilograms,"98,388","102,464",0,"184,169","281,118","42,829","355,763","314,060","341,267","159,300","92,966","239,235"
Customs Value,China,1999,0304202029,Value for: kilograms,0,0,0,0,0,0,"31,137",0,0,"25,232",0,0
Customs Value,China,1999,0304202030,Value for: kilograms,0,0,"29,200",0,0,0,0,0,0,0,0,0
Customs Value,China,1999,0304202033,Value for: kilograms,0,0,0,0,"58,260",0,0,0,0,0,0,0
Customs Value,China,1999,0304202044,Value for: kilograms,"3,617,306","4,651,434","8,249,858","4,952,749","6,598,114","6,194,314","3,299,680","2,963,765","2,314,891","4,359,415","2,866,579","2,825,747"
Customs Value,China,1999,0304202048,Value for: kilograms,"1,271,110","1,396,760","1,038,636","907,091","798,293","1,517,332","431,833","698,409","655,210","600,229","757,261","682,215"
Customs Value,China,1999,0304202055,Value for: kilograms,"45,631",0,"76,110","72,677",0,"157,017",0,0,"32,775","59,403","70,215","65,671"
Customs Value,China,1999,0304202066,Value for: kilograms,"3,975",0,"18,360",0,"17,927",0,"17,442",0,0,0,0,0
Customs Value,China,1999,0304203020,Value for: kilograms,0,0,"61,195",0,"129,743",0,"287,391",0,0,"97,035",0,"184,185"
Customs Value,China,1999,0304203030,Value for: kilograms,0,0,0,0,0,0,"124,933","244,745","776,461","241,500","240,650","568,520"
Customs Value,China,1999,0304203035,Value for: kilograms,"701,538","720,010","301,424","718,398","1,442,941","1,148,387","1,516,995","1,199,048","1,792,772","2,184,284","3,493,980","3,338,670"
Customs Value,China,1999,0304203062,Value for: kilograms,0,0,0,0,0,"19,267",0,0,"23,280",0,"35,178",0
Customs Value,China,1999,0304203065,Value for: kilograms,"2,210,360","2,617,565","1,890,281","1,297,234","1,779,312","2,449,762","1,581,480","1,453,626","1,057,935","1,562,796","2,417,827","2,602,650"
Customs Value,China,1999,0304203068,Value for: kilograms,"3,633,679","2,287,544","1,490,463","1,848,952","2,747,037","1,894,957","2,002,638","1,310,315","1,154,187","1,455,983","901,082","1,322,561"
Customs Value,China,1999,0304206006,Value for: kilograms,0,0,"49,979",0,0,0,0,"12,743","5,800","41,072","10,666",0
Customs Value,China,1999,0304206008,Value for: kilograms,"393,789","239,801","195,190","251,145","306,253","170,393","51,866","100,046","3,281","194,765","186,993","625,477"
Customs Value,China,1999,0304206015,Value for: kilograms,0,0,"104,417",0,0,0,0,"47,750",0,0,0,0
Customs Value,China,1999,0304206030,Value for: kilograms,0,0,0,0,0,0,0,0,"23,025",0,0,"49,294"
Customs Value,China,1999,0304206042,Value for: kilograms,"88,940",0,0,"88,785","165,187","162,207","433,864","635,479","472,902","176,897","462,452","339,383"
Customs Value,China,1999,0304206043,Value for: kilograms,"32,606",0,"35,115",0,0,0,0,0,0,0,0,0
Customs Value,China,1999,0304206057,Value for: kilograms,"1,680,444","931,882","1,294,852","838,440","738,756","1,166,635","1,329,864","1,441,223","1,620,277","1,120,160","1,259,480","1,459,585"
Customs Value,China,1999,0304206058,Value for: kilograms,"84,271","268,800",0,0,0,0,0,"79,997",0,0,"61,458","62,823"
Customs Value,China,1999,0304206059,Value for: kilograms,"5,900","53,988","8,670",0,"74,859","80,296","138,500","427,018","305,724","302,610","338,897","177,430"
Customs Value,China,1999,0304206061,Value for: kilograms,0,0,0,0,"230,944",0,0,0,0,0,0,0
Customs Value,China,1999,0304206064,Value for: kilograms,"466,744","635,437","345,717","651,262","351,278","330,644","314,834","93,888","568,173","249,655","396,525","257,147"
Customs Value,China,1999,0304206071,Value for: kilograms,0,"135,770","24,648","41,694",0,0,0,0,0,"45,335",0,"12,961"
Customs Value,China,1999,0304206075,Value for: kilograms,0,0,0,0,0,0,0,0,0,"1,250,215","4,181,504","4,539,245"
Customs Value,China,1999,0304206091,Value for: kilograms,"35,567",0,0,0,0,0,"19,845","87,269",0,0,0,"97,968"
Customs Value,China,1999,0304206093,Value for: kilograms,"103,177",0,"194,402",0,"677,422","119,347","218,714","764,143","545,638","450,704","1,199,050","723,758"
Customs Value,China,1999,0304206096,Value for: kilograms,"173,877","472,596","476,287","384,915","861,276","84,865","107,388","299,111","120,333","369,286","389,489","352,721"
Customs Value,China,1999,0304901003,Value for: kilograms,0,0,0,0,0,"143,472",0,"2,564",0,0,"14,418",0
Customs Value,China,1999,0304901009,Value for: kilograms,"10,954","65,803","108,594",0,0,0,0,0,0,0,0,0
Customs Value,China,1999,0304901048,Value for: kilograms,0,"8,400","4,581",0,"56,917",0,"30,672",0,"31,650",0,0,0
Customs Value,China,1999,0304901089,Value for: kilograms,"6,300",0,0,"165,690",0,0,0,0,0,"15,309","6,524","3,814"
Customs Value,China,1999,0304909091,Value for: kilograms,"10,125",0,0,0,0,0,0,0,0,0,0,0
Customs Value,China,1999,0304909092,Value for: kilograms,0,0,0,0,0,0,0,0,0,"5,512",0,0
Customs Value,China,1999,0305102000,Value for: kilograms,0,0,"5,610",0,"13,000","12,340",0,0,"6,000","5,950","11,540",0
Customs Value,China,1999,0305104000,Value for: kilograms,0,0,0,0,0,0,0,"9,000",0,0,0,0
Customs Value,China,1999,0305204060,Value for: kilograms,0,0,0,0,0,0,0,0,0,0,"6,300","7,800"
Customs Value,China,1999,0305306010,Value for: kilograms,"14,843","14,744",0,0,0,0,0,0,0,0,0,"10,813"
Customs Value,China,1999,0305306030,Value for: kilograms,0,0,0,0,0,"15,880",0,0,0,0,0,0
Customs Value,China,1999,0305306080,Value for: kilograms,"166,885","280,347",0,"478,674","219,112","317,170","337,832","469,012","422,787","461,405","700,651","346,914"
Customs Value,China,1999,0305510000,Value for: kilograms,0,0,0,0,0,"30,866",0,0,0,0,0,0
Customs Value,China,1999,0305592000,Value for: kilograms,0,0,0,0,"12,197",0,0,0,"33,836","7,345","16,896","40,000"
Customs Value,China,1999,0305594000,Value for: kilograms,"311,925","158,761","87,881","61,798","89,080","80,123","99,432","21,947","153,392","72,145","175,934","111,109"
Customs Value,China,1999,0305620030,Value for: kilograms,0,0,0,0,0,0,0,0,0,"6,984",0,0
Customs Value,China,1999,0305634000,Value for: kilograms,0,0,0,0,0,0,"5,150",0,0,0,0,"2,245"
Customs Value,China,1999,0305636000,Value for: kilograms,"13,068","23,563",0,"3,547",0,"15,972","46,963","10,074","3,077","6,073","24,240","36,511"
Customs Value,China,1999,0305691022,Value for: kilograms,0,"131,080",0,0,0,"65,448","64,628",0,0,0,0,0
Customs Value,China,1999,0305691042,Value for: kilograms,"197,762","132,320","66,160","66,592","135,314","130,422","157,438","128,695","129,421","130,820","194,703","192,863"
Customs Value,China,1999,0305695000,Value for: kilograms,0,"9,084","2,031",0,0,0,0,"7,800",0,0,0,0
Customs Value,China,1999,0305696000,Value for: kilograms,"70,206","8,190","8,050","24,750","44,774","2,905","39,272","4,418","10,125","14,250",0,"42,905"
Customs Value,China,1999,0306110000,Value for: kilograms,"52,903",0,0,0,0,0,"197,158",0,"22,279","27,450","27,800",0
Customs Value,China,1999,0306130003,Value for: kilograms,"35,492","6,926","72,990",0,"70,984",0,"31,113","178,499","406,428","269,066","197,887","227,110"
Customs Value,China,1999,0306130006,Value for: kilograms,0,0,0,0,0,0,0,"202,548","956,296","815,930","686,766","374,669"
Customs Value,China,1999,0306130009,Value for: kilograms,0,0,0,0,0,0,0,"61,519","381,599","126,417","323,546","200,883"
Customs Value,China,1999,0306130012,Value for: kilograms,0,0,0,0,0,0,0,"16,586","151,120","50,207","46,097","48,319"
Customs Value,China,1999,0306130015,Value for: kilograms,0,0,0,0,0,0,0,"3,830","13,858","17,253","2,567","60,891"
Customs Value,China,1999,0306130018,Value for: kilograms,"5,667",0,0,0,0,0,0,0,0,0,"54,366","58,452"
Customs Value,China,1999,0306130021,Value for: kilograms,"11,579",0,0,0,0,0,0,0,"124,534","103,703","43,260","26,218"
Customs Value,China,1999,0306130024,Value for: kilograms,"112,928",0,0,0,0,0,0,"2,055","31,265","45,459","24,288","51,024"
Customs Value,China,1999,0306130027,Value for: kilograms,"19,109","24,452","64,379","18,628","10,611",0,"199,398","128,804","105,102","223,759",0,"52,586"
Customs Value,China,1999,0306130040,Value for: kilograms,"1,500,215","1,772,163","874,260","2,291,436","3,464,449","3,568,108","2,759,171","4,387,831","3,175,337","5,962,433","4,264,072","3,524,415"
Customs Value,China,1999,0306142000,Value for: kilograms,"840,762","264,994","348,790","383,904","271,954","190,557","348,203","391,573","328,230","907,744","736,859","1,069,173"
Customs Value,China,1999,0306144020,Value for: kilograms,0,0,"50,751",0,0,"7,836",0,0,0,0,0,0
Customs Value,China,1999,0306144090,Value for: kilograms,"151,855","208,115",0,0,"117,240",0,"9,773",0,0,0,0,"59,138"
Customs Value,China,1999,0306190010,Value for: kilograms,"46,389","80,850",0,0,"31,120","1,154,145","610,488","698,661","853,527","888,610","659,031",0
Customs Value,China,1999,0306190060,Value for: kilograms,"126,264",0,0,0,0,"183,613",0,"322,130","91,440","66,360","58,671","81,874"
Customs Value,China,1999,0306230020,Value for: kilograms,"756,665","35,030","8,525","11,108","8,859",0,"419,490",0,"419,616","386,568",0,"363,464"
Customs Value,China,1999,0306230040,Value for: kilograms,"68,330","183,089",0,"155,645","54,540","108,436","74,299","9,028","54,434","33,017","87,469","12,085"
Customs Value,China,1999,0306242000,Value for: kilograms,0,0,0,0,"75,977","133,933","4,560",0,"337,559","144,230","516,779",0
Customs Value,China,1999,0306244000,Value for: kilograms,0,0,0,0,0,0,0,0,"13,408","36,421",0,0
Customs Value,China,1999,0306290000,Value for: kilograms,"5,775","5,132","30,857",0,0,0,0,0,"30,840",0,0,0
Customs Value,China,1999,0307100080,Value for: kilograms,"47,962","25,545",0,"14,299",0,"17,128",0,"17,926","22,404","18,727","87,602","8,039"
Customs Value,China,1999,0307290000,Value for: kilograms,"8,234,573","2,251,832","763,560","1,900,547","2,138,024","1,446,764","1,141,128","283,159","800,152","789,083","5,887,206","11,953,085"
Customs Value,China,1999,0307310090,Value for: kilograms,"6,375",0,0,0,0,"2,723",0,0,"4,658",0,0,"8,505"
Customs Value,China,1999,0307390000,Value for: kilograms,"63,547",0,"2,788",0,0,0,"4,988",0,"8,754","23,125","29,475","9,284"
Customs Value,China,1999,0307410020,Value for: kilograms,0,0,0,0,0,0,0,0,0,0,"9,213",0
Customs Value,China,1999,0307410040,Value for: kilograms,0,"26,085",0,0,"33,456",0,0,0,0,0,"9,490",0
Customs Value,China,1999,0307410060,Value for: kilograms,"7,095","4,500","20,061","3,300","16,600",0,"75,007",0,0,"6,390",0,0
Customs Value,China,1999,0307490010,Value for: kilograms,"126,000","47,688","108,221",0,0,"74,940","163,570","86,121","206,554","324,474","238,480","187,155"
Customs Value,China,1999,0307490022,Value for: kilograms,0,0,0,0,0,"95,769","102,884","76,753","53,884","380,569","56,744","121,628"
Customs Value,China,1999,0307490024,Value for: kilograms,0,0,0,0,0,0,0,0,0,"11,655",0,0
Customs Value,China,1999,0307490029,Value for: kilograms,"210,881","240,723","94,200","913,473","574,097","565,093","644,771","666,691","928,453","2,156,605","1,389,612","1,196,297"
Customs Value,China,1999,0307490050,Value for: kilograms,"1,066,445","402,256","296,214","320,615","806,960","1,813,093","1,075,926","1,289,255","2,014,116","2,601,718","2,101,601","1,262,482"
Customs Value,China,1999,0307490060,Value for: kilograms,"34,905","2,870",0,0,"42,363","12,813","117,588","35,890","70,443","23,935","58,977","26,066"
Customs Value,China,1999,0307510000,Value for: kilograms,0,0,0,0,0,0,0,0,0,"2,659",0,0
Customs Value,China,1999,0307590000,Value for: kilograms,"119,819","114,070","103,091","84,886","252,392","134,559","319,630","223,950","274,320","77,041","71,900","286,651"
Customs Value,China,1999,0307910070,Value for: kilograms,0,0,0,0,0,0,0,0,0,0,0,"3,435"
Customs Value,China,1999,0307990020,Value for: kilograms,"2,453","3,713",0,"53,132","7,224","40,723","73,666",0,"74,856","8,184","74,741","41,899"
Customs Value,China,1999,0307990055,Value for: kilograms,"88,374","74,616",0,"3,160",0,"87,249",0,"125,066",0,"60,173","117,635",0
Customs Value,China,1999,0307990060,Value for: kilograms,"128,501","113,351","49,493","151,212","226,773","212,211","278,250","197,052","370,803","139,887","338,847","220,792"
First Unit Quantity,China,1999,0301100000,no units collected,0,0,0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1999,0301920000,kilograms,0,0,0,0,0,0,0,0,0,"1,050",0,0
First Unit Quantity,China,1999,0301990000,no units collected,0,0,0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1999,0302120022,kilograms,0,0,0,0,0,"9,049",0,0,0,0,0,0
First Unit Quantity,China,1999,0302120032,kilograms,0,0,0,0,0,"36,537",0,0,0,0,0,0
First Unit Quantity,China,1999,0302640000,kilograms,0,0,0,0,0,0,"2,801",0,0,0,0,0
First Unit Quantity,China,1999,0302660000,kilograms,0,0,0,0,0,0,0,0,0,0,0,"2,000"
First Unit Quantity,China,1999,0302694040,kilograms,0,0,0,0,0,0,"2,000",0,0,0,0,0
First Unit Quantity,China,1999,0302694098,kilograms,"1,500",0,0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1999,0303290000,kilograms,"46,927","22,781",0,"22,780","19,085",0,0,"68,885",0,0,0,0
First Unit Quantity,China,1999,0303310010,kilograms,0,0,0,0,0,0,0,0,0,0,0,"12,641"
First Unit Quantity,China,1999,0303310020,kilograms,"35,688",0,0,"11,254",0,0,0,0,"25,866",0,"3,031",0
First Unit Quantity,China,1999,0303330000,kilograms,"23,950",0,"13,132","36,374","22,500",0,"32,998","2,966","29,906","42,197","60,298","66,450"
First Unit Quantity,China,1999,0303390020,kilograms,"31,116","5,443","14,991",0,0,0,"39,128","37,721","5,035","13,835","60,481","46,882"
First Unit Quantity,China,1999,0303390030,kilograms,0,"9,489",0,0,0,"7,500",0,0,0,0,0,0
First Unit Quantity,China,1999,0303410000,kilograms,0,0,"116,640",0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1999,0303430000,kilograms,0,0,0,0,0,0,0,0,0,0,"40,007","18,000"
First Unit Quantity,China,1999,0303600010,kilograms,0,0,0,0,"57,703",0,0,"67,900",0,0,0,0
First Unit Quantity,China,1999,0303600090,kilograms,0,"6,000",0,0,"176,642","541,139","306,391",0,0,0,"62,444",0
First Unit Quantity,China,1999,0303730000,kilograms,0,0,0,0,0,0,0,0,0,0,"10,900",0
First Unit Quantity,China,1999,0303740000,kilograms,0,0,0,0,0,0,0,0,0,0,0,"9,210"
First Unit Quantity,China,1999,0303760000,kilograms,"38,558","28,798","21,000","12,679","22,000","31,890","15,499","51,430","37,810","7,490","38,500","50,962"
First Unit Quantity,China,1999,0303792005,kilograms,0,0,0,227,0,0,0,504,0,504,0,504
First Unit Quantity,China,1999,0303792024,kilograms,"39,758","18,126",0,0,0,0,0,0,"24,186",0,0,0
First Unit Quantity,China,1999,0303792094,kilograms,"131,584","116,120","97,069","254,828","178,715","290,300","280,495","137,893","243,747","612,338","863,770","1,733,436"
First Unit Quantity,China,1999,0303792098,kilograms,"59,090","41,141","19,060","18,235","36,384","81,920","102,894","88,335","37,338","10,800","125,256","196,563"
First Unit Quantity,China,1999,0303794030,kilograms,"1,000",0,0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1999,0303794040,kilograms,0,0,0,0,0,0,"3,090",0,0,0,0,0
First Unit Quantity,China,1999,0303794097,kilograms,"176,326","158,496","126,362","108,688","202,956","183,734","153,739","65,194","39,300","85,075","123,341","259,464"
First Unit Quantity,China,1999,0304101044,kilograms,0,0,0,0,0,0,0,0,0,0,0,"18,144"
First Unit Quantity,China,1999,0304101048,kilograms,"21,772",0,0,0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1999,0304101050,kilograms,0,"18,144",0,"37,734","21,000",0,"18,144",0,0,0,0,0
First Unit Quantity,China,1999,0304101055,kilograms,"22,453",0,0,0,0,0,0,0,0,"18,833",0,0
First Unit Quantity,China,1999,0304104061,kilograms,0,0,0,0,0,0,"38,052",0,0,0,0,0
First Unit Quantity,China,1999,0304104065,kilograms,0,0,0,0,0,"19,051","76,290",0,0,0,0,"10,000"
First Unit Quantity,China,1999,0304104085,kilograms,"10,200",0,0,0,0,0,0,"10,008",0,0,0,0
First Unit Quantity,China,1999,0304104096,kilograms,0,0,0,"83,487",0,0,0,0,0,0,0,0
First Unit Quantity,China,1999,0304104099,kilograms,0,"40,349",0,"76,292","18,144",0,0,"18,900","1,134",0,0,0
First Unit Quantity,China,1999,0304202011,kilograms,0,0,0,0,0,0,"20,028",0,"38,619",0,"69,830","68,375"
First Unit Quantity,China,1999,0304202012,kilograms,"268,998","372,698","226,747","47,900","80,951","66,951","62,751","47,695","163,989","163,504","280,923","320,164"
First Unit Quantity,China,1999,0304202023,kilograms,"107,652","20,357","101,448","47,869","47,900","97,308","129,052","23,950","126,463","60,354","47,274","151,801"
First Unit Quantity,China,1999,0304202025,kilograms,0,0,0,0,0,0,0,0,0,0,0,590
First Unit Quantity,China,1999,0304202027,kilograms,"16,929","13,771",0,"26,876","59,061","19,459","76,406","81,864","87,457","40,824","40,892","61,334"
First Unit Quantity,China,1999,0304202029,kilograms,0,0,0,0,0,0,"11,290",0,0,"13,789",0,0
First Unit Quantity,China,1999,0304202030,kilograms,0,0,"18,144",0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1999,0304202033,kilograms,0,0,0,0,"21,773",0,0,0,0,0,0,0
First Unit Quantity,China,1999,0304202044,kilograms,"2,073,517","2,507,212","4,367,931","2,590,335","3,558,665","3,387,447","2,015,124","1,803,947","1,460,811","2,626,574","1,990,045","1,918,321"
First Unit Quantity,China,1999,0304202048,kilograms,"705,034","842,718","665,314","565,850","513,189","1,024,665","295,260","484,920","489,722","504,158","615,130","669,215"
First Unit Quantity,China,1999,0304202055,kilograms,"19,187",0,"47,900","33,474",0,"62,748",0,0,"23,950","48,444","43,001","37,542"
First Unit Quantity,China,1999,0304202066,kilograms,"3,056",0,"6,832",0,"6,802",0,"24,609",0,0,0,0,0
First Unit Quantity,China,1999,0304203020,kilograms,0,0,"17,973",0,"38,102",0,"76,204",0,0,"38,102",0,"56,038"
First Unit Quantity,China,1999,0304203030,kilograms,0,0,0,0,0,0,"31,525","55,479","169,566","54,432","54,432","148,056"
First Unit Quantity,China,1999,0304203035,kilograms,"155,493","171,822","178,607","165,385","326,336","260,306","362,920","262,595","374,758","455,729","771,891","816,915"
First Unit Quantity,China,1999,0304203062,kilograms,0,0,0,0,0,"1,215",0,0,"19,051",0,"18,706",0
First Unit Quantity,China,1999,0304203065,kilograms,"1,282,032","1,514,784","1,103,037","796,975","1,102,894","1,608,476","1,015,204","952,777","859,734","1,192,870","1,544,651","1,741,245"
First Unit Quantity,China,1999,0304203068,kilograms,"1,890,402","1,213,834","882,215","982,750","1,630,358","977,132","1,134,102","873,358","608,794","974,305","577,937","845,210"
First Unit Quantity,China,1999,0304206006,kilograms,0,0,"20,916",0,0,0,0,"3,341","2,631","15,250","3,694",0
First Unit Quantity,China,1999,0304206008,kilograms,"347,171","192,291","151,631","157,376","156,933","92,965","95,432","126,060",907,"75,807","77,422","135,243"
First Unit Quantity,China,1999,0304206015,kilograms,0,0,"28,059",0,0,0,0,"19,051",0,0,0,0
First Unit Quantity,China,1999,0304206030,kilograms,0,0,0,0,0,0,0,0,"8,364",0,0,"17,903"
First Unit Quantity,China,1999,0304206042,kilograms,"19,369",0,0,"16,257","32,187","45,166","141,708","124,749","122,440","37,485","98,675","111,353"
First Unit Quantity,China,1999,0304206043,kilograms,"9,072",0,"9,925",0,0,0,0,0,0,0,0,0
First Unit Quantity,China,1999,0304206057,kilograms,"481,743","272,120","417,140","244,956","235,522","371,453","414,663","453,240","501,275","366,496","371,449","475,164"
First Unit Quantity,China,1999,0304206058,kilograms,"18,146","79,288",0,0,0,0,0,"41,543",0,0,"20,412","20,412"
First Unit Quantity,China,1999,0304206059,kilograms,"14,311","6,997","2,520",0,"9,072","10,308","21,546","110,845","39,340","50,060","68,837","49,291"
First Unit Quantity,China,1999,0304206061,kilograms,0,0,0,0,"44,412",0,0,0,0,0,0,0
First Unit Quantity,China,1999,0304206064,kilograms,"133,766","201,930","153,512","203,507","152,256","149,197","91,115","30,112","152,231","71,113","125,974","105,353"
First Unit Quantity,China,1999,0304206071,kilograms,0,"38,102","7,283","16,783",0,0,0,0,0,"18,579",0,"5,783"
First Unit Quantity,China,1999,0304206075,kilograms,0,0,0,0,0,0,0,0,0,"107,925","378,373","401,097"
First Unit Quantity,China,1999,0304206091,kilograms,"19,097",0,0,0,0,0,"7,643","24,884",0,0,0,"27,348"
