Year,Data Type,Col_0,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15
1995,First Unit of Quantity,5508100000,China,1995,kilograms,"50,205",0,0,264,"15,398","16,904","22,588","11,988",0,683,618,"7,250"
1995,First Unit of Quantity,5508200000,China,1995,kilograms,0,0,0,0,0,0,"8,519",527,0,0,"1,607",0
1995,First Unit of Quantity,5509210000,China,1995,kilograms,0,0,0,0,0,0,0,0,0,0,"15,831",0
1995,First Unit of Quantity,5509220010,China,1995,kilograms,"34,692",0,"21,946","13,971","46,558","38,238","40,738","57,562","21,051","15,672","15,400","24,404"
1995,First Unit of Quantity,5509320000,China,1995,kilograms,0,"9,397",0,"9,913","9,528","11,248","6,570","14,172","11,633","40,215","9,099","1,286"
1995,First Unit of Quantity,5509410010,China,1995,kilograms,0,"13,920","13,920",0,0,0,0,250,0,0,0,0
1995,First Unit of Quantity,5511100030,China,1995,kilograms,0,0,0,0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,5512110030,China,1995,square meters,"1,453,069","223,413","667,563",0,0,"622,663",0,"445,488",0,0,0,0
1995,First Unit of Quantity,5512110060,China,1995,square meters,0,0,0,0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,5512190005,China,1995,square meters,0,0,0,0,0,0,0,0,0,"74,318",0,0
1995,First Unit of Quantity,5513110020,China,1995,square meters,"109,391","110,035","783,779","569,201","661,709","623,306","376,962","882,704","118,097","148,722","436,208","149,562"
1995,First Unit of Quantity,5513110040,China,1995,square meters,"1,069,968","268,647","608,799","358,587","917,692","661,263","434,811","442,771","258,697","199,116","179,098",0
1995,First Unit of Quantity,5513110060,China,1995,square meters,"1,465,074","401,352","1,897,555","822,603","1,208,848","805,125","590,802","1,604,409","222,289","130,993","201,925","43,896"
1995,First Unit of Quantity,5513110090,China,1995,square meters,0,0,0,0,"264,774","263,380",0,"544,654",0,0,0,0
1995,First Unit of Quantity,5513120000,China,1995,square meters,0,0,"221,700","102,189","424,140","203,592",0,"103,457","96,134",0,"178,374","423,516"
1995,First Unit of Quantity,5513130020,China,1995,square meters,0,"134,446","221,697","222,606","324,082","1,118,485","476,921","338,190","108,927",0,"49,780",0
1995,First Unit of Quantity,5513130090,China,1995,square meters,0,0,0,0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,5513210020,China,1995,square meters,"25,752","15,813","198,752","166,608","152,827",0,"305,776","638,065","243,434","195,104","104,385","186,731"
1995,First Unit of Quantity,5513210060,China,1995,square meters,0,0,0,0,0,0,0,0,"9,302",0,0,0
1995,First Unit of Quantity,5513230020,China,1995,square meters,0,0,0,0,0,0,"280,102",0,0,0,0,0
1995,First Unit of Quantity,5513310000,China,1995,square meters,0,328,0,0,0,"10,936",0,0,"12,323","1,038",0,0
1995,First Unit of Quantity,5513320000,China,1995,square meters,0,0,0,0,0,0,0,0,0,0,0,"4,042"
1995,First Unit of Quantity,5513410020,China,1995,square meters,0,0,"539,511",0,0,"467,888",0,0,0,"3,391",0,0
1995,First Unit of Quantity,5513410040,China,1995,square meters,0,0,0,0,0,0,0,"15,044",0,0,0,0
1995,First Unit of Quantity,5513430020,China,1995,square meters,0,0,0,0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,5513430090,China,1995,square meters,0,0,0,0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,5513490020,China,1995,square meters,0,0,0,0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,5514110020,China,1995,square meters,0,0,0,0,0,0,0,0,"7,445",0,0,0
1995,First Unit of Quantity,5514120020,China,1995,square meters,0,0,"270,237","400,449","212,508","577,710","535,122","128,430","495,880","281,831",0,0
1995,First Unit of Quantity,5514130020,China,1995,square meters,0,"218,102","109,051",0,"109,051","178,370",0,"112,041",0,0,0,0
1995,First Unit of Quantity,5514210020,China,1995,square meters,0,0,0,0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,5514310000,China,1995,square meters,0,0,0,0,0,0,0,0,0,0,244,0
1995,First Unit of Quantity,5514320090,China,1995,square meters,0,0,0,0,0,0,484,0,0,0,0,0
1995,First Unit of Quantity,5514330010,China,1995,square meters,0,0,0,0,0,"2,021",0,0,0,0,0,0
1995,First Unit of Quantity,5515110005,China,1995,square meters,"221,425","99,571","104,094","263,270","408,586","301,586","618,863","319,468",0,674,"248,224","18,180"
1995,First Unit of Quantity,5515110020,China,1995,square meters,0,0,0,0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,5515110025,China,1995,square meters,"120,105","333,431","889,157","881,982","208,396","1,486,352","222,289","1,779,224","1,556,025",0,"222,289",0
1995,First Unit of Quantity,5515110040,China,1995,square meters,489,0,"220,846","321,003","428,748","290,823","378,148","88,374","18,472","41,922","8,234","136,942"
1995,First Unit of Quantity,5515110090,China,1995,square meters,0,0,"66,668",0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,5515120040,China,1995,square meters,0,"53,018","25,924","10,625",0,0,0,0,0,0,0,0
1995,First Unit of Quantity,5515131010,China,1995,square meters,0,0,220,0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,5515190005,China,1995,square meters,0,0,"135,871",0,0,0,0,"41,625",0,"30,080",0,0
1995,First Unit of Quantity,5515290090,China,1995,square meters,0,"2,117",0,0,0,483,0,0,0,0,0,0
1995,First Unit of Quantity,5515990040,China,1995,square meters,0,0,"9,682",0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,5516110010,China,1995,square meters,"17,545",0,"588,207","638,646","605,620","305,901",0,0,0,"1,097,986",0,"4,482"
1995,First Unit of Quantity,5516110020,China,1995,square meters,"7,375",0,"182,260","110,620",0,0,0,0,0,0,0,0
1995,First Unit of Quantity,5516110090,China,1995,square meters,0,0,"287,962",0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,5516120010,China,1995,square meters,0,0,"22,722",0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,5516120090,China,1995,square meters,0,0,0,0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,5516130000,China,1995,square meters,0,0,0,0,0,0,975,0,0,0,0,0
1995,First Unit of Quantity,5516140010,China,1995,square meters,0,0,0,0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,5516140090,China,1995,square meters,0,0,0,0,0,0,0,0,0,0,0,"24,206"
1995,First Unit of Quantity,5516220040,China,1995,square meters,0,0,0,0,"4,115",0,"12,344","2,743",0,0,"1,920",0
1995,First Unit of Quantity,5516220090,China,1995,square meters,0,0,0,0,0,0,0,0,0,0,0,"1,264"
1995,First Unit of Quantity,5516230090,China,1995,square meters,0,0,0,0,0,0,0,0,0,"6,584",0,0
1995,First Unit of Quantity,5516410090,China,1995,square meters,0,0,0,0,"2,915",0,0,0,0,0,0,0
1995,First Unit of Quantity,5516930090,China,1995,square meters,0,0,"66,345","67,788",0,0,0,0,0,0,0,0
1995,First Unit of Quantity,5516940010,China,1995,square meters,0,0,0,0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,5601101000,China,1995,kilograms,0,0,0,0,0,0,0,0,0,"4,450",0,0
1995,First Unit of Quantity,5601210090,China,1995,kilograms,"17,883",71,"4,000",0,"1,878",273,"8,880",367,"5,099","13,725",12,0
1995,First Unit of Quantity,5601220090,China,1995,kilograms,0,0,319,0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,5601290010,China,1995,kilograms,0,0,0,0,0,0,0,0,0,13,310,0
1995,First Unit of Quantity,5602290000,China,1995,kilograms,0,0,0,0,0,0,0,88,0,0,0,0
1995,First Unit of Quantity,5603009030,China,1995,kilograms,0,"4,592",0,0,0,"9,388",0,0,0,0,0,0
1995,First Unit of Quantity,5603009070,China,1995,kilograms,0,"3,960",0,"11,122","3,552",0,0,"22,026","2,340",0,"3,643",0
1995,First Unit of Quantity,5603009090,China,1995,kilograms,0,0,"2,073",0,"2,114","2,839",0,"5,270",0,"6,423","6,850","2,652"
1995,First Unit of Quantity,5604100000,China,1995,kilograms,0,0,0,0,"1,343",0,0,0,274,0,0,0
1995,First Unit of Quantity,5604200000,China,1995,kilograms,0,0,300,0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,5604900000,China,1995,kilograms,"38,836","26,892","31,526","36,330","74,212","18,855","30,272","12,798","22,830","13,661","14,801","2,880"
1995,First Unit of Quantity,5605001000,China,1995,kilograms,"1,147",192,291,627,138,0,137,"6,842",826,"1,068",932,315
1995,First Unit of Quantity,5607100000,China,1995,kilograms,"17,842","18,360","18,720","134,600","64,446","65,080","42,632","32,728","29,431",219,"11,963","58,673"
1995,First Unit of Quantity,5607210000,China,1995,kilograms,0,0,0,"2,295",0,"10,000",0,0,"8,100",0,0,880
1995,First Unit of Quantity,5607290000,China,1995,kilograms,"18,600","39,199","29,953","20,342","48,515","29,766","20,000","33,586","14,330","18,320","7,912","8,550"
1995,First Unit of Quantity,5607302000,China,1995,kilograms,0,0,0,0,"5,187",0,0,0,"1,200",0,0,1
1995,First Unit of Quantity,5607491000,China,1995,kilograms,32,0,0,0,0,0,40,0,70,0,0,0
1995,First Unit of Quantity,5607491500,China,1995,kilograms,0,0,0,0,0,0,0,"3,614",0,0,0,0
1995,First Unit of Quantity,5607492500,China,1995,kilograms,0,0,0,0,0,0,0,"2,199",0,0,0,"5,814"
1995,First Unit of Quantity,5607504000,China,1995,kilograms,455,140,0,0,0,0,0,0,132,0,0,0
1995,First Unit of Quantity,5607902000,China,1995,kilograms,0,"6,750","6,165","10,211","9,810","2,481","12,240","15,037",100,"4,295",0,"3,310"
1995,First Unit of Quantity,5608110010,China,1995,kilograms,"3,025","8,049","9,407","10,820",0,"40,548",0,0,"14,256",0,"29,981","16,160"
1995,First Unit of Quantity,5608191020,China,1995,kilograms,0,0,0,0,0,0,0,0,0,727,0,0
1995,First Unit of Quantity,5608192010,China,1995,kilograms,"3,098",0,"1,714","4,020","1,071","6,385","2,142","4,064","1,008","2,580","1,008","1,008"
1995,First Unit of Quantity,5608192090,China,1995,kilograms,0,190,0,0,0,0,0,"1,472",0,0,0,0
1995,First Unit of Quantity,5608901000,China,1995,kilograms,0,0,0,0,"12,169","1,980",0,0,0,0,0,0
1995,First Unit of Quantity,5608902300,China,1995,kilograms,"20,715","17,175","11,775","15,542","17,624",0,"2,000",0,0,0,0,0
1995,First Unit of Quantity,5608903000,China,1995,kilograms,"1,313",0,0,458,"6,291","1,074","4,630",215,427,"5,262","2,006","1,568"
1995,First Unit of Quantity,5609001000,China,1995,kilograms,"17,079","22,504","20,173","60,930","88,260","127,279","186,320","316,403","218,536","237,705","278,857","276,437"
1995,First Unit of Quantity,5609002000,China,1995,kilograms,0,660,"22,262",66,720,240,"18,774","1,108","1,137","19,799",225,239
1995,First Unit of Quantity,5609003000,China,1995,kilograms,"35,756","55,261","28,653","12,058","15,164","20,738","21,763","79,472","36,408","111,526","137,181","78,983"
1995,First Unit of Quantity,5609004000,China,1995,kilograms,"80,554","69,239","47,595","116,590","85,177","84,960","53,102","59,206","39,536","54,650","65,451","68,529"
1995,First Unit of Quantity,5701101600,China,1995,square meters,"1,028",0,"5,067",0,193,0,0,34,"1,945",138,0,"2,699"
1995,First Unit of Quantity,5701104000,China,1995,square meters,"25,003","44,347","113,323","39,294","80,882","39,541","58,378","115,241","88,036","59,862","34,704","24,214"
1995,First Unit of Quantity,5701109000,China,1995,square meters,"39,006","108,709","104,951","95,519","42,742","73,562","51,359","68,439","48,151","33,163","17,667","11,126"
1995,First Unit of Quantity,5701901010,China,1995,square meters,"7,195","8,372","7,821","6,684","6,240","3,897","3,025","8,283","3,009","6,151","2,977","3,725"
1995,First Unit of Quantity,5701901030,China,1995,square meters,"2,617","3,545","5,448",266,"1,548","2,222","2,027",0,"3,071",30,441,"4,314"
1995,First Unit of Quantity,5701901090,China,1995,square meters,540,742,314,78,99,308,103,4,0,64,0,"2,008"
1995,First Unit of Quantity,5701902010,China,1995,square meters,6,0,0,0,8,0,106,0,0,4,0,0
1995,First Unit of Quantity,5701902030,China,1995,square meters,"2,056",0,0,0,156,0,241,106,0,0,0,0
1995,First Unit of Quantity,5701902090,China,1995,square meters,0,0,50,99,351,27,0,529,85,73,10,31
1995,First Unit of Quantity,5702109010,China,1995,square meters,"6,370","7,246","22,809","22,035","14,860","21,810","20,578","8,714","31,084","18,101","11,209","9,887"
1995,First Unit of Quantity,5702109030,China,1995,square meters,0,0,0,0,0,0,156,0,0,0,0,0
1995,First Unit of Quantity,5702109090,China,1995,square meters,0,0,5,0,0,0,0,0,0,0,"1,710",250
1995,First Unit of Quantity,5702201000,China,1995,square meters,0,0,0,0,0,231,0,0,0,0,0,0
1995,First Unit of Quantity,5702311000,China,1995,square meters,0,0,0,0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,5702312000,China,1995,square meters,107,0,0,0,"1,996","10,182","4,048","20,693",0,0,0,0
1995,First Unit of Quantity,5702412000,China,1995,square meters,50,"6,501",951,"1,195","2,446","5,233","1,709","2,007",703,150,286,0
1995,First Unit of Quantity,5702422020,China,1995,square meters,0,0,0,0,0,0,0,0,0,0,52,0
1995,First Unit of Quantity,5702422080,China,1995,square meters,0,0,10,0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,5702491080,China,1995,square meters,0,"6,372",929,"4,320","10,993","4,087","3,104",926,0,"2,707",279,0
1995,First Unit of Quantity,5702491500,China,1995,square meters,0,0,"4,993",0,"5,055","52,603",0,"5,118",0,0,0,0
1995,First Unit of Quantity,5702492000,China,1995,square meters,"1,828","15,147",38,"1,154",0,0,0,0,8,0,243,0
1995,First Unit of Quantity,5702512000,China,1995,square meters,441,0,"1,870",0,0,2,0,286,683,"2,477",0,689
1995,First Unit of Quantity,5702592000,China,1995,square meters,0,"5,437",0,"3,422",0,0,0,0,0,0,111,"7,052"
1995,First Unit of Quantity,5702913000,China,1995,square meters,"4,908",212,650,"1,405","5,030",414,"1,058","5,767","3,953","5,006","1,876","1,884"
1995,First Unit of Quantity,5702914000,China,1995,square meters,335,408,0,7,0,49,0,95,0,0,0,220
1995,First Unit of Quantity,5702920090,China,1995,square meters,0,0,0,0,0,"5,246",0,0,"5,153","14,175","54,060","31,073"
1995,First Unit of Quantity,5702991010,China,1995,square meters,0,0,"9,880",0,0,"5,330",0,0,0,0,0,0
1995,First Unit of Quantity,5702992000,China,1995,square meters,"5,836",43,0,"2,588","5,176","3,612","1,313",86,"6,822","5,485","2,392","1,983"
1995,First Unit of Quantity,5703100000,China,1995,square meters,"205,267","529,811","529,790","568,709","448,841","405,871","513,415","440,205","440,518","219,470","47,457","55,976"
1995,First Unit of Quantity,5703201000,China,1995,square meters,"6,379",0,22,"1,087",232,"1,767",704,"7,546",0,0,0,0
1995,First Unit of Quantity,5703202010,China,1995,square meters,0,0,0,0,752,0,445,0,0,0,0,0
1995,First Unit of Quantity,5703202090,China,1995,square meters,"1,003",0,0,0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,5703300010,China,1995,square meters,"2,117","4,965","24,113","9,262","21,841","20,032","29,248","27,472","31,905","9,632","11,516",0
1995,First Unit of Quantity,5703300090,China,1995,square meters,"3,016","17,054","13,046","22,165","9,016","11,916","20,022","18,451","31,844","4,136","4,999","1,718"
1995,First Unit of Quantity,5703900000,China,1995,square meters,"5,045",0,"14,773","5,992","19,615","2,238","18,438","12,971","4,356","4,919","10,429","14,901"
1995,First Unit of Quantity,5705002010,China,1995,square meters,"14,922","11,504","29,468","20,691","25,920","15,765","27,805","20,937","28,616","15,288","11,220","4,639"
1995,First Unit of Quantity,5705002020,China,1995,square meters,603,0,0,0,0,0,0,0,0,764,197,0
1995,First Unit of Quantity,5705002030,China,1995,square meters,0,0,0,21,"6,981",0,0,0,0,0,0,0
1995,First Unit of Quantity,5705002090,China,1995,square meters,6,"1,876","2,332","4,653",87,"2,318",116,240,464,"4,468",109,142
1995,First Unit of Quantity,5801100000,China,1995,square meters,0,0,0,0,0,0,0,0,5,0,0,0
1995,First Unit of Quantity,5801210000,China,1995,square meters,0,0,0,0,0,"26,768",0,0,0,0,0,0
1995,First Unit of Quantity,5801221000,China,1995,square meters,0,"2,270","251,529","59,614","1,364","18,664","156,671","38,382","104,655","24,184",0,"107,826"
1995,First Unit of Quantity,5801229000,China,1995,square meters,"1,023",0,"59,380","116,316","275,382","63,041","305,825","43,585",0,"30,611",0,0
1995,First Unit of Quantity,5801230000,China,1995,square meters,0,"2,859","8,413","12,672","51,107",0,"126,434","24,116","31,007","8,446",0,"50,514"
1995,First Unit of Quantity,5801250010,China,1995,square meters,"36,174",0,"103,241",0,"27,254","4,320",0,"20,671",0,"18,604",0,0
1995,First Unit of Quantity,5801250020,China,1995,square meters,0,207,"47,284","146,130","141,332","35,778","119,911","45,581",0,933,92,0
1995,First Unit of Quantity,5801330000,China,1995,square meters,0,0,0,0,0,0,0,0,0,0,0,"8,690"
1995,First Unit of Quantity,5801340000,China,1995,square meters,0,0,0,0,616,0,0,0,0,0,0,0
1995,First Unit of Quantity,5801350010,China,1995,square meters,0,0,152,0,697,"2,144",0,"17,392",0,"8,778",110,0
1995,First Unit of Quantity,5801350020,China,1995,square meters,"10,740","36,688","51,570","66,510","56,881","121,871","97,404","75,155","120,683","35,749","36,179","5,790"
1995,First Unit of Quantity,5801901000,China,1995,square meters,"1,652",0,0,0,0,0,"3,708",0,0,0,0,0
1995,First Unit of Quantity,5801902090,China,1995,square meters,0,0,0,0,245,0,0,0,0,0,0,0
1995,First Unit of Quantity,5803100000,China,1995,square meters,0,0,0,0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,5804101000,China,1995,kilograms,0,0,0,0,0,0,0,60,0,22,19,0
1995,First Unit of Quantity,5804210000,China,1995,kilograms,78,"1,238","7,100",291,747,500,660,70,"1,304",60,0,37
1995,First Unit of Quantity,5804291000,China,1995,kilograms,124,62,341,73,29,0,346,273,83,0,253,148
1995,First Unit of Quantity,5804299010,China,1995,kilograms,0,0,0,0,0,0,0,6,0,0,0,0
1995,First Unit of Quantity,5804299090,China,1995,kilograms,754,0,354,0,0,78,0,291,0,0,0,314
1995,First Unit of Quantity,5804300020,China,1995,kilograms,600,389,512,400,"3,047","1,355",725,662,"3,450",80,0,0
1995,First Unit of Quantity,5804300090,China,1995,kilograms,148,26,102,24,126,132,31,100,140,23,70,30
1995,First Unit of Quantity,5805001000,China,1995,square meters,0,0,0,19,0,0,0,0,0,14,27,0
1995,First Unit of Quantity,5805002500,China,1995,square meters,"1,290",3,379,"1,242","2,152",0,43,11,105,0,2,0
1995,First Unit of Quantity,5805003000,China,1995,square meters,32,0,0,0,0,0,600,0,85,0,0,75
1995,First Unit of Quantity,5805004090,China,1995,square meters,0,937,0,"2,220",37,0,0,0,0,0,5,0
1995,First Unit of Quantity,5806102400,China,1995,kilograms,0,0,0,0,0,0,0,108,0,0,0,0
1995,First Unit of Quantity,5806200000,China,1995,kilograms,0,0,0,0,0,18,0,0,0,0,0,0
1995,First Unit of Quantity,5806310000,China,1995,kilograms,"6,210","7,160","6,006","11,150","9,843","15,249","10,421","16,483","13,515","13,881",0,"5,416"
1995,First Unit of Quantity,5806321090,China,1995,kilograms,0,21,0,5,8,0,68,247,433,40,0,0
1995,First Unit of Quantity,5806322000,China,1995,kilograms,0,0,0,0,0,"1,370",186,0,0,293,0,"2,070"
1995,First Unit of Quantity,5806393010,China,1995,kilograms,"1,208","1,508","3,099","2,938","4,271","3,144","10,349",0,507,0,308,"2,328"
1995,First Unit of Quantity,5806393020,China,1995,kilograms,0,0,0,254,0,0,0,0,0,0,"1,186",0
1995,First Unit of Quantity,5807100520,China,1995,kilograms,0,60,0,16,0,0,0,0,0,0,0,22
1995,First Unit of Quantity,5807102010,China,1995,kilograms,866,0,0,0,0,0,0,8,0,0,0,0
1995,First Unit of Quantity,5807102020,China,1995,kilograms,0,0,0,0,0,0,"613,392",183,0,215,0,769
1995,First Unit of Quantity,5807102090,China,1995,kilograms,0,0,0,0,0,0,0,50,0,0,0,0
1995,First Unit of Quantity,5807902020,China,1995,kilograms,0,0,0,0,0,26,0,26,0,54,0,50
1995,First Unit of Quantity,5807902090,China,1995,kilograms,3,0,80,34,0,0,0,0,"1,400",0,0,0
1995,First Unit of Quantity,5808104000,China,1995,kilograms,0,0,0,0,43,0,0,0,32,0,0,0
1995,First Unit of Quantity,5808105000,China,1995,kilograms,22,"1,231","2,990","2,034","1,520","2,942",7,246,"3,846",943,"2,468",41
1995,First Unit of Quantity,5808107000,China,1995,kilograms,"1,670",122,869,730,"1,048",479,"1,538","1,727","1,685",243,0,0
1995,First Unit of Quantity,5808109000,China,1995,kilograms,0,63,51,101,81,712,639,277,114,0,23,39
1995,First Unit of Quantity,5808900010,China,1995,kilograms,157,"3,029","1,136","1,957","2,047","1,004","2,128","14,321",267,"1,584","1,400",121
1995,First Unit of Quantity,5808900090,China,1995,kilograms,280,40,385,119,928,515,126,382,276,120,508,817
1995,First Unit of Quantity,5810100000,China,1995,kilograms,0,292,86,32,132,60,13,"1,096",10,9,12,"3,510"
1995,First Unit of Quantity,5810910010,China,1995,kilograms,0,0,23,0,0,0,99,0,5,0,0,0
1995,First Unit of Quantity,5810910020,China,1995,kilograms,104,"1,053",481,752,360,230,"1,888","1,334","1,426",0,0,486
1995,First Unit of Quantity,5810921000,China,1995,kilograms,"17,935","10,275","17,046","14,530","17,559","16,057","16,652","24,399","16,041","18,316","22,103","19,119"
1995,First Unit of Quantity,5810929030,China,1995,kilograms,210,0,0,0,0,0,0,0,0,20,0,0
1995,First Unit of Quantity,5810929050,China,1995,kilograms,0,66,140,304,140,30,30,0,0,0,0,0
1995,First Unit of Quantity,5810929080,China,1995,kilograms,"4,970","3,634","8,073","7,385","5,727","4,348","3,288","6,361","5,313","3,396","2,759","2,679"
1995,First Unit of Quantity,5810999000,China,1995,kilograms,"1,023",235,"1,236",776,"1,446","1,401",917,"1,700","2,984",845,"1,298",689
1995,First Unit of Quantity,5811002000,China,1995,square meters,0,0,0,0,0,0,0,0,"2,694",420,0,0
1995,First Unit of Quantity,5811004000,China,1995,square meters,0,0,0,0,"10,001",0,0,0,0,0,0,0
1995,First Unit of Quantity,5903102090,China,1995,square meters,0,0,0,0,0,0,0,0,0,59,0,0
1995,First Unit of Quantity,5903201000,China,1995,square meters,"104,244",0,"140,608",0,0,0,0,0,0,13,"113,275",0
1995,First Unit of Quantity,5903901000,China,1995,square meters,0,"8,800",0,"27,500","4,403","26,400","22,000","17,600",0,"8,800","3,000","9,350"
1995,First Unit of Quantity,5906100000,China,1995,kilograms,0,0,0,0,0,167,0,0,0,0,0,0
1995,First Unit of Quantity,5906912000,China,1995,square meters,"1,639",0,0,0,0,"10,080",0,"17,172",0,0,0,442
1995,First Unit of Quantity,5906991000,China,1995,square meters,120,120,0,0,208,0,0,0,0,0,0,0
1995,First Unit of Quantity,5908000000,China,1995,kilograms,552,0,830,270,"1,009",0,252,586,0,870,271,0
1995,First Unit of Quantity,5909002000,China,1995,kilograms,0,"14,100",0,0,0,0,"11,975","15,706","11,632","13,019",0,0
1995,First Unit of Quantity,5911102000,China,1995,kilograms,65,0,0,0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,5911201000,China,1995,square meters,"5,673","10,669","9,634","3,059","1,779","3,059","23,794","18,630","11,486","19,098",0,0
1995,First Unit of Quantity,5911900040,China,1995,kilograms,0,0,0,0,0,0,91,600,"1,655",147,812,0
1995,First Unit of Quantity,5911900080,China,1995,kilograms,"18,886","29,764","1,445","38,716","5,188","41,319","13,671","39,067","26,336","4,426","7,722","27,412"
1995,First Unit of Quantity,6001102000,China,1995,square meters,0,0,0,0,"3,900",0,"5,012",0,0,0,0,0
1995,First Unit of Quantity,6001210000,China,1995,square meters,"77,508",0,"175,010","69,954","113,822","47,358","101,981","269,433","129,113","39,974","37,249",0
1995,First Unit of Quantity,6001910010,China,1995,square meters,0,150,0,0,912,0,0,0,0,0,0,0
1995,First Unit of Quantity,6001920030,China,1995,square meters,0,0,0,0,0,0,0,"1,772",0,0,0,0
1995,First Unit of Quantity,6001920040,China,1995,square meters,0,0,0,0,0,0,"1,706",0,0,0,0,0
1995,First Unit of Quantity,6002201000,China,1995,kilograms,"3,297",0,0,0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,6002206000,China,1995,kilograms,0,0,5,0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,6002302000,China,1995,kilograms,0,0,405,0,"1,456",0,0,"5,289",0,0,0,0
1995,First Unit of Quantity,6002420000,China,1995,kilograms,0,0,118,0,0,0,0,454,0,0,0,0
1995,First Unit of Quantity,6002430010,China,1995,kilograms,0,0,0,0,0,0,0,0,0,0,400,0
1995,First Unit of Quantity,6002929000,China,1995,kilograms,0,70,700,0,640,"1,206",426,437,427,426,910,0
1995,First Unit of Quantity,6002991000,China,1995,kilograms,14,0,44,0,0,3,53,0,77,14,0,39
1995,First Unit of Quantity,6002999000,China,1995,kilograms,0,0,0,0,0,0,0,0,0,0,120,0
1995,First Unit of Quantity,6101100000,China,1995,dozens,0,0,0,2,0,132,100,0,0,0,0,0
1995,First Unit of Quantity,6101200010,China,1995,dozens,"6,152",0,0,97,0,914,559,0,255,765,21,0
1995,First Unit of Quantity,6101302010,China,1995,dozens,"4,200","3,041","4,365","5,977","6,902","2,864","3,711","6,937","4,296","2,381","1,771",0
1995,First Unit of Quantity,6102100000,China,1995,dozens,0,0,0,0,0,0,51,78,103,0,0,0
1995,First Unit of Quantity,6102200010,China,1995,dozens,"1,082","1,980",847,0,78,18,504,22,"1,075",200,0,0
1995,First Unit of Quantity,6102200020,China,1995,dozens,0,0,0,0,0,0,0,142,0,213,0,0
1995,First Unit of Quantity,6102301000,China,1995,dozens,0,164,0,0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,6102302010,China,1995,dozens,62,0,541,384,545,880,"6,112","3,091","2,740","1,416","2,199",14
1995,First Unit of Quantity,6102302020,China,1995,dozens,0,0,0,0,341,262,155,580,0,0,100,0
1995,First Unit of Quantity,6102901000,China,1995,dozens,42,0,32,0,0,50,77,108,216,"1,396",0,0
1995,First Unit of Quantity,6102909030,China,1995,dozens,368,0,0,0,0,0,0,4,101,168,6,0
1995,First Unit of Quantity,6103122000,China,1995,number,"9,107",0,0,0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,6103332000,China,1995,dozens,2,0,0,0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,6103394000,China,1995,dozens,731,33,36,0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,6103421020,China,1995,dozens,10,322,31,0,"2,602","3,991","12,830",929,"1,091","2,902",502,75
1995,First Unit of Quantity,6103421035,China,1995,dozens,60,0,0,0,"1,000",0,0,0,0,0,0,0
1995,First Unit of Quantity,6103421040,China,1995,dozens,0,0,0,0,0,83,0,675,525,0,0,0
1995,First Unit of Quantity,6103421050,China,1995,dozens,29,464,32,19,277,0,"1,354",780,370,0,244,0
1995,First Unit of Quantity,6103421065,China,1995,dozens,99,0,480,0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,6103421070,China,1995,dozens,592,428,315,0,0,0,18,0,0,0,0,0
1995,First Unit of Quantity,6103422015,China,1995,dozens,0,197,0,0,0,0,0,0,0,0,0,0
1995,First Unit of Quantity,6103431520,China,1995,dozens,"4,788","2,500",933,96,"8,494","14,576","33,556","20,862","26,144","16,851",900,0
1995,First Unit of Quantity,6103431540,China,1995,dozens,"3,400",200,0,"4,367","9,045","8,880","12,026","11,398","3,420","1,600",0,0
1995,First Unit of Quantity,6103431550,China,1995,dozens,"4,000",0,0,258,"1,250",0,600,0,"1,121",600,418,0
