Data Type,Country,Year,Quantity Description,January,February,March,April,May,June,July,August,September,October,November,December
Customs Value,China,2000,Value for: metric tons,"33,837,711","28,663,734","29,295,627","33,993,818","43,463,927","47,732,817","50,484,113","46,551,676","47,576,750","31,611,593","44,238,496","42,520,982"
Customs Value,China,2000,Value for: liters,"3,166,218","4,244,038","11,491,681","7,126,946","2,543,429","2,683,503","1,919,829","2,374,424","2,438,795","4,358,652","4,450,190","4,487,151"
Customs Value,China,2000,Value for: pieces,"12,173,593","18,136,251","12,267,435","18,691,303","20,070,031","18,368,363","18,836,595","23,529,530","34,351,241","32,890,602","25,760,839","15,056,560"
Customs Value,China,2000,Value for: pairs,"808,548,138","773,553,755","696,956,957","682,635,194","801,320,746","898,623,250","915,212,840","867,489,678","769,938,359","743,116,359","675,669,381","676,578,746"
Customs Value,China,2000,Value for: barrels,"10,411,560",0,"29,911,643","52,855,782","47,130,067","27,931,053","25,495,147","57,048,417","18,921,923","26,400,620","41,750,264","45,439,461"
Customs Value,China,2000,Value for: square meters,"65,286,834","62,377,657","57,193,290","65,131,431","73,836,223","76,988,726","69,185,028","73,538,414","62,792,181","68,570,262","63,227,413","62,241,678"
Customs Value,China,2000,Value for: carats,"812,870","1,479,758","1,780,838","1,583,414","1,457,294","2,928,257","1,689,380","3,096,085","3,270,365","2,679,292","1,083,346","3,475,820"
Customs Value,China,2000,Value for: component grams,"1,881,578","1,494,743","3,624,471",0,"388,689","2,937,978","5,471,535","2,850,418",0,"2,990","3,135,865","1,675,649"
Customs Value,China,2000,Value for: dozens,"561,875,112","571,222,157","470,630,945","451,365,757","487,786,399","616,496,008","701,157,229","748,480,519","759,310,877","702,802,164","527,011,671","510,896,883"
Customs Value,China,2000,Value for: cubic meters,"3,567,852","3,311,961","3,120,462","3,315,451","4,614,869","4,371,900","5,231,797","5,357,197","4,325,283","5,007,665","5,960,358","5,484,748"
Customs Value,China,2000,Value for: square centimeters,"5,330,090","4,663,131","4,617,132","6,097,083","6,967,119","7,026,159","6,123,589","7,606,053","9,610,477","10,470,199","8,253,907","7,476,523"
Customs Value,China,2000,Value for: meters,"2,918,139","5,085,262","3,949,398","2,364,031","4,047,569","4,046,570","3,059,788","2,798,123","4,105,574","4,919,078","6,664,270","5,486,903"
Customs Value,China,2000,Value for: thousand meters,0,"2,913",0,0,0,0,0,0,0,0,0,0
Customs Value,China,2000,Value for: clean yield kilograms,0,0,0,0,0,"10,766",0,0,0,0,"8,460","3,504"
Customs Value,China,2000,Value for: proof liters,"256,694","170,787","18,499","90,035","381,861","161,152","456,540","344,384","586,038","1,583,606","483,166","359,662"
Customs Value,China,2000,Value for: Megabecquerels,"105,975",0,"127,170","107,251","70,650","49,507","42,848",0,"4,300",0,"112,725","112,725"
Customs Value,China,2001,Value for: pairs,"939,444,688","778,489,041","843,282,900","753,236,791","843,729,239","922,347,962","948,984,753","931,611,260","809,617,363","791,565,530","686,931,052","609,913,665"
Customs Value,China,2001,Value for: thousand units,"17,280,555","12,047,429","16,356,879","16,979,917","18,539,779","20,435,883","22,572,645","27,380,810","26,829,954","24,779,995","21,762,955","19,119,084"
Customs Value,China,2001,Value for: component tons,"50,346",0,0,0,"15,229","18,875","35,521","171,681",0,"58,026",0,0
Customs Value,China,2001,Value for: proof liters,"816,348","72,416","395,699","489,346","155,981","239,210","590,447","864,360","1,014,670","1,848,013","661,937","559,899"
Customs Value,China,2001,Value for: metric tons,"42,286,503","64,004,074","40,664,047","45,659,475","42,516,379","39,708,769","43,508,624","37,005,688","37,336,322","38,367,927","33,593,284","38,709,153"
Customs Value,China,2001,Value for: gross containers,"21,527","24,923","74,237","89,642","132,143","187,432","119,180","318,803","126,289","349,488","347,917","206,355"
Customs Value,China,2001,Value for: pieces,"17,776,487","18,995,179","18,373,293","20,945,859","22,115,609","17,447,114","16,161,376","20,725,224","29,713,604","43,296,700","21,529,858","14,167,977"
Customs Value,China,2001,Value for: clean yield kilograms,"13,823",0,"7,907","4,729","16,812","11,418",0,0,"2,040","4,388",399,"39,762"
Customs Value,China,2001,Value for: hundred units,"696,564","455,547","768,899","541,697","467,800","868,668","1,160,037","1,277,181","1,445,327","676,874","1,278,008","1,149,343"
Customs Value,China,2001,Value for: component grams,"1,965,796","2,417,007","973,884","637,058","50,926","2,633,041","762,731","782,296","588,679",0,0,"1,202,760"
Customs Value,China,2001,Value for: dozen pieces,"49,462,168","41,108,905","39,459,315","44,614,493","42,091,337","47,914,891","56,096,994","68,659,996","78,162,786","63,980,369","44,594,983","34,880,462"
Customs Value,China,2001,Value for: gross,"8,983,441","8,839,223","10,252,540","12,366,986","12,014,605","16,580,466","14,035,282","11,478,515","13,159,477","14,631,626","10,638,664","8,721,272"
Customs Value,China,2001,Value for: dozen pairs,"43,425,366","33,945,063","31,997,217","42,815,001","43,335,369","48,653,870","67,130,402","77,204,103","69,591,438","62,126,856","50,318,289","41,291,180"
Customs Value,China,2001,Value for: thousands of cubic meters,0,0,"39,793","168,096","66,828","180,919","618,524","480,426",0,0,"166,075","272,158"
Customs Value,China,2001,Value for: pack,"2,605,276","878,485","1,833,819","2,214,432","1,425,978","1,365,498","2,019,777","2,326,576","2,549,385","2,786,728","1,421,157","995,771"
Customs Value,China,2001,Value for: cubic meters,"6,031,654","6,125,704","4,131,948","5,374,813","7,588,968","6,716,472","7,104,697","6,326,033","6,171,720","6,428,913","6,124,505","6,141,320"
Customs Value,China,2001,Value for: grams,"6,327,450","4,518,622","4,075,281","4,685,448","4,971,443","4,257,440","5,421,257","4,478,032","2,953,090","5,084,381","6,552,407","5,746,361"
Customs Value,China,2001,Value for: no units collected,"2,336,051,463","1,725,634,729","2,134,582,354","2,115,496,753","2,005,318,914","2,255,727,713","2,417,583,521","2,859,091,032","2,958,494,553","3,169,999,999","2,586,492,412","2,224,550,886"
Customs Value,China,2001,Value for: thousand meters,0,0,0,0,0,"6,400",0,0,0,0,0,0
Customs Value,China,2001,Value for: meters,"6,529,655","6,875,836","5,604,983","6,939,374","5,605,002","2,799,966","3,499,868","2,947,721","2,295,213","3,188,909","2,136,709","2,495,648"
Customs Value,China,2001,Value for: Megabecquerels,"177,354",0,0,"66,150","180,360","67,090","319,108","169,035","117,234","76,653","217,906","90,180"
Customs Value,China,2001,Value for: fiber meters,"3,315,383","889,709","729,017","1,268,197","435,246","1,453,858","928,761","1,372,659","904,115","394,282","1,068,914","611,511"
Customs Value,China,2001,Value for: dozens,"805,829,972","513,261,013","534,818,618","510,168,591","512,625,531","621,390,102","773,333,310","792,159,828","694,103,616","713,201,375","473,478,181","470,756,798"
Customs Value,China,2001,Value for: square meters,"73,625,736","48,028,228","49,836,923","64,373,635","66,713,109","68,835,331","63,625,284","65,092,108","53,393,928","66,210,695","56,686,114","65,523,604"
Customs Value,China,2001,Value for: linear meters,"509,305","890,800","1,890,285","807,362","179,310","195,718","67,342","479,545","435,945","270,516","204,453","365,807"
Customs Value,China,2001,Value for: barrels,"38,288,197","12,042,595","17,663,593","18,201,449","25,719,266","32,689,626","3,044,493","29,894,060","33,010,914","1,205,188","14,855,709","3,021,456"
Customs Value,China,2001,Value for: carats,"2,334,065","1,742,965","1,920,472","1,067,118","812,232","1,255,700","858,102","926,431","931,641","1,553,466","891,704","846,488"
Customs Value,China,2001,Value for: square centimeters,"9,117,689","5,961,492","8,588,204","8,539,135","7,709,529","8,924,277","8,815,115","10,104,970","12,698,085","13,631,501","9,573,040","8,388,639"
Customs Value,China,2001,Value for: kilograms,"699,020,023","537,269,926","544,922,163","620,000,408","682,181,792","603,824,905","615,203,543","666,732,075","654,145,231","734,594,486","637,534,941","629,022,226"
Customs Value,China,2001,Value for: liters,"6,571,842","4,844,798","4,829,384","4,973,430","4,252,864","4,755,921","4,010,250","2,441,274","1,879,574","4,439,236","4,502,532","6,006,952"
Customs Value,China,2001,Value for: number,"3,302,177,053","2,541,530,694","3,257,662,359","3,360,262,328","3,369,458,571","3,634,965,268","3,819,217,249","4,344,011,179","4,452,003,623","5,043,419,266","4,229,980,331","3,238,557,021"
Customs Value,China,2002,Value for: gross,"9,836,814","10,387,983","9,315,247","13,772,469","19,332,786","15,348,365","15,147,248","12,901,803","14,966,786","14,703,725","15,349,330","14,303,326"
Customs Value,China,2002,Value for: meters,"3,734,483","3,025,828","2,586,946","3,820,657","2,917,196","4,001,949","3,903,420","4,247,904","3,204,483","2,340,843","2,457,195","2,866,388"
Customs Value,China,2002,Value for: thousand units,"22,679,340","18,990,797","16,784,950","21,851,385","21,229,861","22,724,336","25,831,412","32,984,972","27,584,153","24,167,213","26,446,790","28,757,674"
Customs Value,China,2002,Value for: metric tons,"28,874,619","29,248,900","45,898,309","21,954,495","29,670,604","27,952,224","39,230,112","42,827,819","50,045,063","50,015,576","46,687,915","37,422,674"
Customs Value,China,2002,Value for: pairs,"877,374,854","845,465,959","662,381,554","730,693,755","873,469,952","1,003,538,886","991,002,032","1,031,931,786","863,774,869","771,276,486","855,557,925","837,701,650"
Customs Value,China,2002,Value for: dozen pieces,"40,148,119","41,121,012","32,764,030","49,110,955","50,447,871","53,283,815","62,422,494","77,002,030","87,684,887","67,177,226","63,382,324","56,659,321"
Customs Value,China,2002,Value for: number,"3,415,388,027","3,419,963,682","3,284,450,594","4,204,843,071","4,624,448,647","5,025,969,060","4,993,058,741","5,697,989,018","5,627,551,406","5,516,055,978","6,186,815,402","5,216,837,834"
Customs Value,China,2002,Value for: hundred units,"1,126,417","1,389,956","805,191","960,367","388,100","605,925","621,014","1,185,584","819,057","1,196,121","960,589","1,305,241"
Customs Value,China,2002,Value for: squares,0,0,0,0,0,0,"13,248",0,"41,838",0,0,0
Customs Value,China,2002,Value for: clean yield kilograms,"262,731","496,538",0,"7,437",0,"8,214","70,132","209,597","33,140",0,"58,453","40,009"
Customs Value,China,2002,Value for: proof liters,"1,007,634","1,560,009","1,182,817","1,071,142","677,361","1,178,662","1,526,288","2,272,418","2,466,592","1,658,778","1,785,898","703,891"
Customs Value,China,2002,Value for: grams,"8,385,351","7,668,662","7,663,572","8,151,656","6,437,411","5,663,880","3,924,893","3,893,384","3,993,393","3,926,315","3,823,667","4,402,396"
Customs Value,China,2002,Value for: pieces,"14,891,597","17,914,043","14,329,925","24,703,999","23,669,843","23,076,397","23,871,461","29,453,157","34,629,914","44,120,619","39,116,417","20,130,768"
Customs Value,China,2002,Value for: carats,"1,646,357","832,538","932,683","1,208,215","713,470","1,041,694","830,469","1,705,522","1,048,106","1,092,728","1,529,176","1,272,066"
Customs Value,China,2002,Value for: square centimeters,"9,887,361","9,648,637","7,172,212","10,359,353","10,388,649","10,979,558","12,026,814","14,316,160","13,346,838","13,499,365","13,808,541","15,030,975"
Customs Value,China,2002,Value for: barrels,"70,737","2,957,464",0,"1,850,423","2,303,004","23,065,488","25,658,149","26,961,146","23,841,993","22,489,233","15,107,859","10,783,031"
Customs Value,China,2002,Value for: kilograms,"697,608,637","697,314,032","593,008,888","750,264,471","796,176,374","782,119,430","818,775,906","872,970,089","834,609,477","725,113,076","794,755,749","1,013,497,918"
Customs Value,China,2002,Value for: Megabecquerels,"3,100","13,527","208,433","80,038","95,651","22,035","86,653","32,545","174,822","109,348","91,162","15,120"
Customs Value,China,2002,Value for: no units collected,"2,439,992,927","2,213,858,196","1,988,183,070","2,486,629,021","2,610,604,268","2,858,821,908","3,105,954,094","3,649,446,686","3,673,037,461","3,296,840,850","3,678,158,231","3,428,059,286"
Customs Value,China,2002,Value for: square meters,"78,209,872","61,471,159","57,318,740","76,338,921","84,515,450","81,048,786","96,810,553","79,632,425","70,848,796","63,887,748","72,834,833","88,637,482"
Customs Value,China,2002,Value for: component tons,"37,650",0,"37,816",0,"17,763","88,169","66,765","50,051",0,"80,990",0,"147,208"
Customs Value,China,2002,Value for: cubic meters,"6,484,425","6,423,040","5,174,574","9,011,083","11,747,499","13,705,402","14,160,567","14,659,130","14,467,786","11,236,634","13,785,632","13,354,284"
Customs Value,China,2002,Value for: thousand meters,0,0,0,"2,074",0,0,0,0,0,0,0,0
Customs Value,China,2002,Value for: liters,"5,904,339","6,962,810","5,302,804","6,395,832","5,694,818","6,218,007","5,535,535","3,947,799","3,665,675","4,234,816","6,423,618","9,438,586"
Customs Value,China,2002,Value for: gross containers,"120,785","100,819","232,319","112,500","288,157","124,156","132,453","162,079","319,976","339,641","257,666","191,101"
Customs Value,China,2002,Value for: component grams,"3,596,056",0,"2,224,996","3,108,560","1,967,998","4,222,530","4,707,721","1,012,908","5,559,962","223,141",0,"2,739,195"
Customs Value,China,2002,Value for: linear meters,"503,649","312,244","271,753","176,729","210,674","243,538","1,584,165","1,857,229","617,496","697,938","1,045,583","638,759"
Customs Value,China,2002,Value for: thousands of cubic meters,0,0,0,0,"80,640","81,216","303,602",0,0,0,"2,142",0
Customs Value,China,2002,Value for: fiber meters,"613,301","610,342","1,287,862","1,264,713","1,618,039","1,069,534","736,059","756,359","929,804","785,719","811,499","808,859"
Customs Value,China,2002,Value for: dozen pairs,"47,915,758","39,129,794","32,593,960","43,087,379","52,632,872","59,851,483","74,534,586","86,975,792","79,019,773","65,861,623","57,322,256","60,926,461"
Customs Value,China,2002,Value for: dozens,"700,174,771","567,536,765","466,080,229","576,871,849","555,575,779","673,954,337","827,967,130","911,944,865","827,914,234","710,163,904","646,408,161","729,130,881"
Customs Value,China,2002,Value for: pack,"1,646,637","1,154,405","1,209,969","1,891,949","1,777,556","2,427,609","3,700,299","3,096,181","4,248,522","2,493,744","2,284,664","1,716,026"
Customs Value,China,2002,Value for: component kilograms,0,0,0,0,0,0,0,0,0,"3,795",0,0
Customs Value,China,2003,Value for: square centimeters,"14,412,963","11,939,196","11,006,047","14,209,458","13,997,122","14,756,429","13,082,488","14,285,913","15,807,242","18,501,855","15,123,993","14,670,515"
Customs Value,China,2003,Value for: pack,"2,564,051","1,659,950","1,599,998","3,184,054","3,258,994","1,977,938","3,390,905","4,879,658","3,244,505","4,902,303","2,377,360","2,007,014"
Customs Value,China,2003,Value for: metric tons,"39,025,331","45,818,890","40,145,336","38,272,461","42,319,089","42,948,792","55,961,653","36,324,068","46,735,370","59,831,382","75,947,181","52,369,638"
Customs Value,China,2003,Value for: Megabecquerels,"109,548","10,000","13,000","10,000","13,000","13,200","12,080","89,260","9,469","10,000","10,000","10,000"
Customs Value,China,2003,Value for: number,"4,759,189,688","4,224,700,584","4,762,112,680","5,541,648,696","5,716,565,775","5,784,312,877","6,168,988,310","6,343,585,501","7,112,464,161","8,295,510,897","7,285,067,310","6,480,962,893"
Customs Value,China,2003,Value for: component grams,"39,171","178,820","174,464","2,695,320","250,776","193,582","36,194","114,834","2,713,479","204,478","1,693,111","313,470"
Customs Value,China,2003,Value for: component tons,"195,306","65,274","113,911","64,954","125,482","61,426",0,"88,456","67,183","42,872","19,454","95,474"
Customs Value,China,2003,Value for: linear meters,"727,158","382,352","392,656","225,488","1,440,026","573,746","879,719","1,179,582","799,357","1,066,431","671,419","344,202"
Customs Value,China,2003,Value for: barrels,"16,654,539","18,200,453","48,420,955","16,154,596","20,517,898","22,414,830","53,389,760","20,910,304","27,760,605","11,603,777","2,220,728","1,733,222"
Customs Value,China,2003,Value for: gross containers,"388,780","328,641","164,148","148,941","243,756","154,113","191,388","236,679","385,578","343,670","322,714","421,755"
Customs Value,China,2003,Value for: clean yield kilograms,0,"87,047","141,860","6,722","88,786","3,729","9,525","79,972","1,852","7,845",0,"11,529"
Customs Value,China,2003,Value for: no units collected,"3,263,794,289","2,574,256,509","2,632,985,399","3,040,568,581","3,113,027,856","3,137,004,813","3,585,165,499","3,993,575,884","4,350,569,272","4,621,510,357","3,983,776,665","3,654,729,363"
Customs Value,China,2003,Value for: thousand meters,0,0,0,"7,600",0,0,0,0,0,0,"3,465",0
Customs Value,China,2003,Value for: cubic meters,"14,879,224","12,368,665","13,622,226","15,763,296","18,732,359","17,649,615","19,363,658","19,096,248","17,673,053","19,515,199","17,486,665","24,447,560"
Customs Value,China,2003,Value for: dozen pieces,"59,520,852","49,097,735","47,072,250","53,189,203","53,553,806","55,252,685","68,391,343","74,730,851","87,896,768","72,930,716","55,756,766","50,090,204"
Customs Value,China,2003,Value for: square meters,"102,781,262","72,153,431","68,526,260","86,310,925","94,672,586","87,895,450","102,376,031","85,136,966","99,847,200","105,666,912","89,528,492","98,078,689"
Customs Value,China,2003,Value for: meters,"3,981,531","3,301,478","3,074,868","3,751,690","4,560,419","4,111,738","5,678,414","4,970,087","4,197,280","4,168,218","4,822,793","4,661,000"
Customs Value,China,2003,Value for: grams,"4,188,984","3,296,658","5,096,628","5,878,517","4,852,527","4,740,160","7,173,808","4,993,048","4,244,005","6,298,154","2,724,342","5,787,852"
Customs Value,China,2003,Value for: pairs,"976,837,252","888,977,204","830,704,367","798,593,993","920,154,174","997,723,055","1,029,446,123","970,199,671","821,121,544","853,610,320","756,218,771","731,622,198"
Customs Value,China,2003,Value for: liters,"10,947,139","8,449,113","11,008,918","11,637,494","12,039,675","8,466,713","8,134,456","5,979,127","6,174,806","6,299,295","9,895,534","17,198,772"
Customs Value,China,2003,Value for: proof liters,"887,141","695,232","806,750","386,166","615,405","552,508","1,095,308","955,149","927,698","1,311,500","822,068","476,307"
Customs Value,China,2003,Value for: pieces,"20,321,784","21,577,255","15,988,903","24,501,174","24,468,418","18,985,519","22,544,191","24,564,517","35,406,953","52,568,753","36,475,012","21,370,201"
Customs Value,China,2003,Value for: kilograms,"991,214,315","782,802,152","797,193,272","940,717,214","975,502,818","915,101,930","1,018,647,901","943,741,631","993,863,856","1,181,300,852","987,624,725","1,048,786,448"
Customs Value,China,2003,Value for: hundred units,"453,991","705,074","497,941","754,756","442,272","584,444","413,191","712,156","229,729","470,052","510,543","406,166"
Customs Value,China,2003,Value for: thousands of cubic meters,0,0,0,"2,549","5,099",0,0,0,0,0,0,0
Customs Value,China,2003,Value for: gross,"13,735,656","13,442,233","10,923,504","15,203,961","19,893,601","19,981,659","17,651,605","14,986,445","15,077,401","21,704,133","12,903,865","12,436,553"
Customs Value,China,2003,Value for: dozen pairs,"64,663,641","51,883,866","42,887,365","57,946,197","66,070,653","69,834,315","88,956,224","101,507,063","106,602,716","98,961,563","73,118,207","70,613,513"
Customs Value,China,2003,Value for: dozens,"940,227,482","770,070,064","677,240,970","732,840,030","672,851,462","798,362,169","980,911,256","959,772,074","954,213,986","925,483,544","666,686,719","812,463,278"
Customs Value,China,2003,Value for: fiber meters,"891,206","627,708","544,532","516,986","493,078","593,370","3,135,052","591,847","797,692","1,566,193","1,173,127","1,739,588"
Customs Value,China,2003,Value for: thousand units,"28,613,780","19,939,245","21,964,849","24,741,671","29,529,731","31,509,926","40,756,442","38,181,659","37,415,613","41,212,923","32,893,742","33,038,775"
Customs Value,China,2003,Value for: carats,"1,252,556","1,185,719","1,162,277","1,807,435","1,167,934","1,165,514","1,192,328","2,044,992","2,074,105","2,741,470","1,663,133","3,156,674"
Customs Value,China,2004,Value for: grams,"5,146,131","4,690,389","6,861,439","4,982,790","4,313,711","4,192,775","6,688,221","4,292,925","4,019,225","3,829,022","6,354,121","8,243,670"
Customs Value,China,2004,Value for: carats,"1,004,975","1,449,251","1,363,818","2,547,889","3,690,125","3,634,889","3,594,609","3,152,282","3,596,466","2,145,268","6,004,247","2,799,234"
Customs Value,China,2004,Value for: pairs,"1,036,683,110","853,462,807","860,528,512","815,409,923","944,481,273","1,059,485,409","1,159,026,917","1,036,442,495","961,784,208","900,201,929","887,169,868","844,574,011"
Customs Value,China,2004,Value for: no units collected,"3,827,310,260","2,907,602,804","3,504,947,897","3,760,477,450","3,891,032,463","4,089,046,869","4,381,701,396","4,891,506,367","5,072,169,464","5,454,478,863","5,427,145,081","4,845,649,054"
Customs Value,China,2004,Value for: meters,"4,825,690","4,322,227","4,549,482","4,842,781","5,919,250","6,502,130","7,626,271","6,372,534","6,868,639","7,398,548","7,978,423","9,021,680"
Customs Value,China,2004,Value for: pieces,"21,281,457","22,148,937","21,645,368","28,872,274","29,140,750","31,526,360","33,551,556","31,237,012","42,021,970","55,792,002","39,568,622","23,888,966"
Customs Value,China,2004,Value for: component grams,"155,667","64,000","4,132,273",0,"22,900","5,500","185,332","19,550","4,154,250","216,143",0,"15,900"
Customs Value,China,2004,Value for: thousand units,"30,425,016","20,403,465","25,343,480","31,124,357","35,480,291","35,661,342","41,164,351","57,021,819","55,208,558","43,714,283","52,304,624","45,062,968"
Customs Value,China,2004,Value for: square meters,"123,421,543","75,685,888","109,376,849","107,438,902","111,864,513","131,378,302","133,421,137","122,272,663","109,804,743","107,101,163","113,082,259","131,579,713"
Customs Value,China,2004,Value for: clean yield kilograms,"2,783","32,529","422,556",0,"3,663","108,583",0,"8,338",0,"59,163",0,"50,266"
Customs Value,China,2004,Value for: liters,"20,724,129","16,671,834","20,758,963","25,145,587","24,697,943","18,529,177","9,981,073","6,764,827","8,618,136","9,379,237","10,382,194","17,735,613"
Customs Value,China,2004,Value for: linear meters,"501,331","416,912","301,052","217,100","220,641","208,539","1,087,585","919,057","827,885","852,263","467,720","170,875"
Customs Value,China,2004,Value for: gross containers,"159,120","244,161","307,348","172,373","151,420","80,703","378,132","383,273","359,023","352,821","237,677","279,212"
Customs Value,China,2004,Value for: component tons,"262,915",0,0,"44,875","89,539","263,046",0,"90,610",0,"101,921","114,478","112,819"
Customs Value,China,2004,Value for: pack,"2,619,352","1,369,391","2,263,982","3,589,791","3,740,851","2,455,097","4,785,803","4,424,978","4,080,005","4,899,698","6,294,585","4,221,019"
Customs Value,China,2004,Value for: fiber meters,"1,396,464","1,226,715","1,356,625","3,002,502","2,650,675","2,027,847","2,511,728","2,857,136","3,638,595","2,175,075","3,105,450","2,639,753"
Customs Value,China,2004,Value for: cubic meters,"27,133,328","22,044,028","25,883,871","33,671,749","44,632,924","54,868,113","53,926,537","51,454,314","53,398,389","45,778,986","54,698,161","50,578,409"
Customs Value,China,2004,Value for: kilograms,"1,198,074,936","967,456,615","1,075,689,947","1,255,422,768","1,281,459,010","1,430,869,564","1,413,261,753","1,483,842,830","1,513,837,702","1,479,197,228","1,540,298,871","1,631,289,301"
Customs Value,China,2004,Value for: hundred units,"2,265,024","1,134,840","909,131","879,731","1,446,709","717,344","930,914","2,811,831","2,034,082","1,204,957","1,684,037","1,074,853"
Customs Value,China,2004,Value for: gross,"14,476,961","11,128,160","12,802,311","18,435,189","21,723,398","29,374,545","23,348,607","18,891,329","17,665,544","21,341,695","17,188,216","16,701,048"
Customs Value,China,2004,Value for: number,"6,456,631,616","5,439,934,180","7,052,792,063","7,465,243,203","7,452,697,620","8,367,855,287","8,606,393,868","8,761,606,108","8,853,265,145","10,078,888,760","10,150,190,432","8,667,169,047"
Customs Value,China,2004,Value for: metric tons,"59,323,302","58,237,524","48,993,141","82,863,795","117,214,675","292,594,772","179,532,351","77,605,594","80,615,193","106,881,523","94,301,112","119,597,892"
Customs Value,China,2004,Value for: dozen pieces,"58,079,290","43,623,786","49,140,783","52,564,863","50,865,500","56,438,461","65,852,113","78,182,254","85,079,735","81,145,582","71,172,924","52,501,828"
Customs Value,China,2004,Value for: dozen pairs,"75,872,985","52,881,826","64,949,334","67,299,022","78,741,065","107,690,283","128,530,359","143,160,303","135,843,175","131,502,856","111,483,621","103,612,899"
Customs Value,China,2004,Value for: proof liters,"544,278","560,379","302,920","451,775","535,040","323,241","466,181","820,704","822,354","496,155","913,901","653,172"
Customs Value,China,2004,Value for: Megabecquerels,0,0,0,0,0,0,0,0,"2,556",0,0,0
Customs Value,China,2004,Value for: thousand meters,0,0,0,0,0,"5,982",0,0,0,0,0,0
Customs Value,China,2004,Value for: barrels,"48,497","20,283,921","26,732,105","16,866,408","15,301,397","148,166","21,540,970","26,103,690","11,803,157","75,298","48,620,012","11,298,183"
Customs Value,China,2004,Value for: square centimeters,"14,965,396","10,099,191","16,533,111","15,637,301","16,747,147","19,334,146","14,291,811","18,326,160","18,459,355","20,163,289","19,360,288","18,771,773"
Customs Value,China,2004,Value for: dozens,"1,044,613,002","709,177,093","867,755,464","856,371,164","816,936,405","1,069,118,175","1,186,633,508","1,201,148,004","1,283,902,942","1,142,755,633","946,001,473","881,189,588"
Customs Value,China,2005,Value for: square meters,"134,950,457","124,732,706","123,461,332","137,114,932","157,900,342","173,672,301","161,137,847","160,947,195","150,712,893","152,934,619","145,605,777","144,996,465"
Customs Value,China,2005,Value for: thousand meters,0,"7,858",0,"3,617","95,813","40,950",0,0,0,"4,440","8,762",0
Customs Value,China,2005,Value for: clean yield kilograms,0,"26,196","878,676","351,170","17,580","374,262","4,774",0,0,"15,047",0,0
Customs Value,China,2005,Value for: thousand units,"40,970,206","35,846,755","28,061,420","42,553,643","47,543,449","56,643,764","59,220,528","77,474,839","66,674,260","61,258,646","51,826,465","60,620,864"
Customs Value,China,2005,Value for: metric tons,"106,344,585","157,356,303","109,509,844","121,027,303","120,920,340","91,223,987","118,952,111","92,053,477","102,660,787","106,582,149","100,396,573","96,815,029"
Customs Value,China,2005,Value for: hundred units,"2,166,131","1,030,394","2,029,774","2,360,285","2,815,179","3,779,870","1,220,292","911,832","1,497,944","1,392,902","1,727,686","1,179,971"
Customs Value,China,2005,Value for: fiber meters,"4,934,420","4,029,838","5,881,466","4,710,859","4,239,121","3,613,736","2,059,435","3,636,824","2,841,987","3,432,399","3,369,304","2,834,766"
Customs Value,China,2005,Value for: component grams,"228,862",0,0,0,"414,000","556,987",0,0,0,"690,000","7,814","3,677"
Customs Value,China,2005,Value for: no units collected,"4,699,339,091","4,262,329,278","3,985,895,397","4,541,341,975","4,542,596,530","4,886,677,499","5,133,768,593","5,656,182,757","6,300,097,457","6,456,019,964","5,800,097,422","5,189,134,786"
Customs Value,China,2005,Value for: pieces,"32,004,656","29,681,299","23,098,788","31,658,642","34,896,916","35,692,108","34,523,035","41,250,805","48,737,170","51,645,808","40,024,064","29,078,166"
Customs Value,China,2005,Value for: gross,"18,332,441","15,426,767","14,449,201","17,673,555","28,134,961","31,504,437","28,807,142","25,574,628","20,680,681","22,189,266","18,932,023","20,242,482"
Customs Value,China,2005,Value for: square centimeters,"21,076,068","16,256,805","13,429,679","18,637,173","20,566,328","19,800,620","20,317,126","20,497,351","20,199,293","21,296,778","20,344,593","20,003,073"
Customs Value,China,2005,Value for: meters,"8,479,932","8,191,644","6,004,644","5,566,701","7,802,898","10,081,959","9,025,173","9,154,981","9,845,566","9,639,309","7,938,680","8,715,153"
Customs Value,China,2005,Value for: pack,"4,093,445","3,498,824","1,894,700","3,451,922","4,374,604","3,138,453","4,885,070","4,701,984","7,020,696","6,197,265","3,878,413","3,089,131"
Customs Value,China,2005,Value for: number,"8,205,749,972","7,744,924,370","8,067,705,688","8,978,206,964","9,306,873,139","10,032,922,013","10,354,436,029","10,858,887,543","11,494,662,994","12,689,601,916","11,883,072,122","10,652,172,989"
Customs Value,China,2005,Value for: squares,0,0,0,0,0,0,0,0,"28,273","31,092","81,074","94,682"
Customs Value,China,2005,Value for: cubic meters,"51,649,949","48,621,786","39,126,405","54,341,329","68,311,738","76,775,069","73,196,037","71,114,407","73,040,478","76,600,603","77,460,126","71,511,107"
Customs Value,China,2005,Value for: barrels,"14,172,517","18,318,282","27,909,325","42,979,836","21,846,351","41,155,313","21,660,752","32,605,228","40,580,000","54,163,708","48,190,027","65,039,359"
Customs Value,China,2005,Value for: grams,"9,067,795","5,449,657","6,736,477","4,844,260","6,589,135","7,734,410","6,526,207","7,393,508","5,015,653","9,464,992","9,524,767","6,568,821"
Customs Value,China,2005,Value for: carats,"3,026,315","4,054,560","3,887,387","4,604,948","4,033,717","4,777,896","4,360,598","5,184,889","6,081,195","6,863,925","5,517,323","5,442,523"
